tconst,Year,IMDb rating,Movie title,rotten_tomatoes_link,Director name,movie_title,tomatometer_status,Rotten Tomatoes rating
tt0107889,1993,6.4,The Program,m/program,David S. Ward,The Program,Rotten,43.0
tt0107927,1993,5.5,The Real McCoy,,Russell Mulcahy,,,
tt0107943,1993,7.8,The Remains of the Day,m/remains_of_the_day,James Ivory,The Remains of the Day,Certified-Fresh,95.0
tt0107953,1993,5.9,Return of the Living Dead III,,Brian Yuzna,,,
tt0107969,1993,6.2,Rising Sun,m/rising_sun,Philip Kaufman,Rising Sun,Rotten,33.0
tt0107977,1993,6.7,Robin Hood: Men in Tights,m/robin_hood_men_in_tights,Mel Brooks,Robin Hood: Men in Tights,Rotten,40.0
tt0107978,1993,4.1,RoboCop 3,m/robocop_3,Fred Dekker,RoboCop 3,Rotten,6.0
tt0107983,1993,6.6,Romeo Is Bleeding,m/romeo_is_bleeding,Peter Medak,Romeo Is Bleeding,Rotten,26.0
tt0107985,1993,6.0,Rookie of the Year,m/rookie_of_the_year,Daniel Stern,Rookie of the Year,Rotten,35.0
tt0108002,1993,7.5,Rudy,m/rudy,David Anspaugh,Rudy,Certified-Fresh,78.0
tt0108037,1993,7.8,The Sandlot,m/sandlot,David Mickey Evans,The Sandlot,Fresh,63.0
tt0108052,1993,9.0,Schindler's List,m/schindlers_list,Steven Spielberg,Schindler's List,Certified-Fresh,97.0
tt0108065,1993,7.4,Searching for Bobby Fischer,m/searching_for_bobby_fischer,Steven Zaillian,Searching for Bobby Fischer,Certified-Fresh,100.0
tt0108071,1993,7.3,The Secret Garden,m/1045518-secret_garden,Agnieszka Holland,The Secret Garden,Certified-Fresh,88.0
tt0108101,1993,7.4,Shadowlands,m/shadowlands,Richard Attenborough,Shadowlands,Fresh,97.0
tt0108122,1993,7.7,Short Cuts,,Robert Altman,,,
tt0108147,1993,5.6,Sister Act 2: Back in the Habit,m/sister_act_2_back_in_the_habit,Bill Duke,Sister Act 2: Back in the Habit,Rotten,17.0
tt0108148,1993,7.5,Iron Monkey,,Woo-Ping Yuen,,,
tt0108149,1993,6.8,Six Degrees of Separation,m/six_degrees_of_separation,Fred Schepisi,Six Degrees of Separation,Fresh,88.0
tt0108160,1993,6.8,Sleepless in Seattle,,Nora Ephron,,,
tt0108162,1993,5.0,Sliver,m/sliver,Phillip Noyce,Sliver,Rotten,11.0
tt0108171,1993,6.1,Sniper,m/1042281-sniper,Luis Llosa,Sniper,Rotten,38.0
tt0108174,1993,6.4,So I Married an Axe Murderer,m/so_i_married_an_axe_murderer,Thomas Schlamme,So I Married an Axe Murderer,Rotten,53.0
tt0108185,1993,6.2,Sommersby,m/sommersby,Jon Amiel,Sommersby,Fresh,62.0
tt0108186,1993,5.8,Son in Law,,Steve Rash,,,
tt0108211,1993,7.5,Stalingrad,,Joseph Vilsmaier,,,
tt0108238,1993,5.8,Striking Distance,m/striking_distance,Rowdy Herrington,Striking Distance,Rotten,17.0
tt0108255,1993,4.1,Super Mario Bros.,,Annabel Jankel,,,
tt0108255,1993,4.1,Super Mario Bros.,,Rocky Morton,,,
tt0108258,1993,5.0,Surf Ninjas,,Neal Israel,,,
tt0108265,1993,6.7,Swing Kids,m/swing_kids,Thomas Carter,Swing Kids,Rotten,56.0
tt0108281,1993,7.2,Tai Chi Master,,Woo-Ping Yuen,,,
tt0108308,1993,4.8,Teenage Mutant Ninja Turtles III,m/teenage_mutant_ninja_turtles_iii,Stuart Gillard,Teenage Mutant Ninja Turtles III,Rotten,23.0
tt0108327,1993,6.4,The Thing Called Love,m/thing_called_love,Peter Bogdanovich,The Thing Called Love,Rotten,57.0
tt0108330,1993,7.3,This Boy's Life,m/this_boys_life,Michael Caton-Jones,This Boy's Life,Fresh,76.0
tt0108333,1993,6.3,The Three Musketeers,m/1046772-three_musketeers,Stephen Herek,The Three Musketeers,Rotten,28.0
tt0108358,1993,7.8,Tombstone,,George P. Cosmatos,,,
tt0108358,1993,7.8,Tombstone,,Kevin Jarre,,,
tt0108394,1993,7.9,Three Colors: Blue,m/three_colors_blue,Krzysztof Kieslowski,Three Colors: Blue (Trois Couleurs: Bleu),Certified-Fresh,98.0
tt0108395,1994,5.3,A Troll in Central Park,m/a-troll-in-central-park,Don Bluth,A Troll in Central Park,Rotten,14.0
tt0108395,1994,5.3,A Troll in Central Park,m/a-troll-in-central-park,Gary Goldman,A Troll in Central Park,Rotten,14.0
tt0108399,1993,7.9,True Romance,m/true_romance,Tony Scott,True Romance,Certified-Fresh,93.0
tt0108442,1993,6.0,Undercover Blues,,Herbert Ross,,,
tt0108451,1993,6.8,Untamed Heart,m/untamed_heart,Tony Bill,Untamed Heart,Rotten,54.0
tt0108473,1993,6.3,The Vanishing,m/1042295-vanishing,George Sluizer,The Vanishing,Rotten,49.0
tt0108500,1993,7.0,Les visiteurs,,Jean-Marie Poiré,,,
tt0108517,1993,5.4,Warlock: The Armageddon,,Anthony Hickox,,,
tt0108525,1993,6.2,Wayne's World 2,m/waynes_world_2,Stephen Surjik,Wayne's World 2,Fresh,60.0
tt0108526,1993,6.0,We're Back! A Dinosaur's Story,m/were_back_a_dinosaurs_story,Phil Nibbelink,We're Back! A Dinosaur's Story,Rotten,38.0
tt0108526,1993,6.0,We're Back! A Dinosaur's Story,m/were_back_a_dinosaurs_story,Simon Wells,We're Back! A Dinosaur's Story,Rotten,38.0
tt0108526,1993,6.0,We're Back! A Dinosaur's Story,m/were_back_a_dinosaurs_story,Dick Zondag,We're Back! A Dinosaur's Story,Rotten,38.0
tt0108526,1993,6.0,We're Back! A Dinosaur's Story,m/were_back_a_dinosaurs_story,Ralph Zondag,We're Back! A Dinosaur's Story,Rotten,38.0
tt0108539,1993,4.8,Weekend at Bernie's II,m/weekend_at_bernies_ii,Robert Klane,Weekend at Bernie's II,Rotten,10.0
tt0108550,1993,7.7,What's Eating Gilbert Grape,m/whats_eating_gilbert_grape,Lasse Hallström,What's Eating Gilbert Grape,Certified-Fresh,90.0
tt0108551,1993,7.3,What's Love Got to Do with It,m/whats_love_got_to_do_with_it,Brian Gibson,What's Love Got To Do With It?,Certified-Fresh,96.0
tt0108560,1993,5.3,Who's the Man?,,Ted Demme,,,
tt0108592,1992,6.7,Once Upon a Time in China III,,Hark Tsui,,,
tt0108656,1993,6.7,Crime Story,,Kirk Wong,,,
tt0109015,1994,4.5,3 Ninjas Kick Back,m/3_ninjas_kick_back,Charles T. Kanganis,3 Ninjas Kick Back,Rotten,15.0
tt0109020,1994,7.2,71 Fragments of a Chronology of Chance,,Michael Haneke,,,
tt0109035,1994,6.6,Above the Rim,m/above_the_rim,Jeff Pollack,Above the Rim,Rotten,53.0
tt0109040,1994,6.9,Ace Ventura: Pet Detective,m/ace_ventura_pet_detective,Tom Shadyac,Ace Ventura: Pet Detective,Rotten,49.0
tt0109045,1994,7.5,"The Adventures of Priscilla, Queen of the Desert",m/adventures_of_priscilla_queen_of_the_desert,Stephan Elliott,"The Adventures of Priscilla, Queen of the Desert",Certified-Fresh,96.0
tt0109067,1994,5.5,The Air Up There,m/the_air_up_there_1994,Paul Michael Glaser,The Air Up There,Rotten,21.0
tt0109068,1994,6.1,Airheads,,Michael Lehmann,,,
tt0109093,1994,6.8,Amateur,,Hal Hartley,,,
tt0109117,1994,8.0,Andaz Apna Apna,,Rajkumar Santoshi,,,
tt0109120,1994,5.7,Andre,,George Miller,,,
tt0109127,1994,6.2,Angels in the Outfield,,William Dear,,,
tt0109134,1994,6.6,Anjaam,,Rahul Rawail,,,
tt0109162,1994,5.9,Asterix in America,,Gerhard Hahn,,,
tt0109190,1994,6.1,Baby's Day Out,m/babys_day_out,Patrick Read Johnson,Baby's Day Out,Rotten,20.0
tt0109198,1994,5.2,Bad Girls,m/1051219-bad_girls,Jonathan Kaplan,Bad Girls,Rotten,9.0
tt0109219,1994,7.0,Barcelona,m/1055365-barcelona,Whit Stillman,Barcelona,Fresh,82.0
tt0109254,1994,5.5,Beverly Hills Cop III,m/beverly_hills_cop_3,John Landis,Beverly Hills Cop III,Rotten,9.0
tt0109255,1994,6.5,Maybe... Maybe Not,,Sönke Wortmann,,,
tt0109279,1994,6.6,Black Beauty,m/1052529-black_beauty,Caroline Thompson,Black Beauty,Fresh,80.0
tt0109287,1994,5.2,Blank Check,m/blank_check,Rupert Wainwright,Blank Check,Rotten,9.0
tt0109288,1994,5.0,Blankman,m/blankman,Mike Binder,Blankman,Rotten,19.0
tt0109297,1993,6.2,Blink,m/blink,Michael Apted,Blink,Fresh,63.0
tt0109303,1994,6.2,Blown Away,m/1052838-blown_away,Stephen Hopkins,Blown Away,Rotten,38.0
tt0109305,1994,6.2,Blue Chips,m/blue_chips,William Friedkin,Blue Chips,Rotten,37.0
tt0109306,1994,6.4,Blue Sky,m/blue-sky,Tony Richardson,Blue Sky,Fresh,79.0
tt0109327,1994,6.0,Brainscan,,John Flynn,,,
tt0109348,1994,7.4,Bullets Over Broadway,,Woody Allen,,,
tt0109361,1994,5.2,Cabin Boy,m/cabin_boy,Adam Resnick,Cabin Boy,Rotten,46.0
tt0109369,1994,6.0,Camp Nowhere,m/camp_nowhere,Jonathan Prince,Camp Nowhere,Rotten,18.0
tt0109370,1995,5.9,Canadian Bacon,m/canadian_bacon,Michael Moore,Canadian Bacon,Rotten,14.0
tt0109402,1994,5.8,The Chase,,Adam Rifkin,,,
tt0109403,1994,5.1,Chasers,m/chasers,Dennis Hopper,Chasers,Rotten,33.0
tt0109415,1995,4.2,Children of the Corn III: Urban Harvest,,James D.R. Hickox,,,
tt0109417,1994,6.3,China Moon,m/china_moon,John Bailey,China Moon,Rotten,40.0
tt0109424,1994,8.0,Chungking Express,,Kar-Wai Wong,,,
tt0109439,1994,5.6,City Slickers II: The Legend of Curly's Gold,,Paul Weiland,,,
tt0109440,1994,7.5,Fear City: A Family-Style Comedy,,Alain Berbérian,,,
tt0109444,1994,6.9,Clear and Present Danger,m/clear_and_present_danger,Phillip Noyce,Clear and Present Danger,Certified-Fresh,80.0
tt0109445,1994,7.7,Clerks,,Kevin Smith,,,
tt0109446,1994,6.7,The Client,m/client,Joel Schumacher,The Client,Fresh,78.0
tt0109447,1994,5.4,Clifford,m/clifford,Paul Flaherty,Clifford,Rotten,13.0
tt0109450,1994,6.4,Cobb,m/cobb,Ron Shelton,Cobb,Fresh,65.0
tt0109456,1994,5.2,Color of Night,m/color_of_night,Richard Rush,Color of Night,Rotten,22.0
tt0109480,1994,5.2,Cops and Robbersons,,Michael Ritchie,,,
tt0109484,1994,6.6,"Corrina, Corrina",m/corrina_corrina,Jessie Nelson,"Corrina, Corrina",Rotten,39.0
tt0109493,1994,5.9,The Cowboy Way,,Gregg Champion,,,
tt0109504,1994,7.0,Crooklyn,m/crooklyn,Spike Lee,Crooklyn,Fresh,77.0
tt0109506,1994,7.5,The Crow,m/crow,Alex Proyas,The Crow,Certified-Fresh,83.0
tt0109508,1994,8.0,Crumb,m/crumb,Terry Zwigoff,Crumb,Certified-Fresh,95.0
tt0109520,1994,6.1,D2: The Mighty Ducks,m/d2_the_mighty_ducks,Sam Weisman,D2: The Mighty Ducks,Rotten,20.0
tt0109555,1993,7.6,Darr,,Yash Chopra,,,
tt0109578,1994,4.8,Death Wish: The Face of Death,,Allan A. Goldstein,,,
tt0109579,1994,7.3,Death and the Maiden,m/death_and_the_maiden,Roman Polanski,Death and the Maiden,Certified-Fresh,82.0
tt0109592,1994,7.1,Dellamorte dellamore,,Michele Soavi,,,
tt0109635,1994,6.1,Disclosure,m/disclosure,Barry Levinson,Disclosure,Rotten,59.0
tt0109642,1995,7.4,Dolores Claiborne,m/dolores_claiborne,Taylor Hackford,Dolores Claiborne,Certified-Fresh,84.0
tt0109676,1994,5.6,Drop Zone,m/drop_zone,John Badham,Drop Zone,Rotten,41.0
tt0109686,1994,7.3,Dumb and Dumber,m/dumb_and_dumber,Peter Farrelly,Dumb and Dumber,Fresh,68.0
tt0109686,1994,7.3,Dumb and Dumber,m/dumb_and_dumber,Bobby Farrelly,Dumb and Dumber,Fresh,68.0
tt0109688,1994,7.0,Ashes of Time,,Kar-Wai Wong,,,
tt0109707,1994,7.8,Ed Wood,m/ed_wood,Tim Burton,Ed Wood,Certified-Fresh,92.0
tt0109723,1995,4.3,Embrace of the Vampire,,Anne Goursaud,,,
tt0109758,1994,4.2,Exit to Eden,,Garry Marshall,,,
tt0109759,1994,7.0,Exotica,,Atom Egoyan,,,
tt0109770,1994,3.8,The Fantastic Four,,Oley Sassone,,,
tt0109771,1994,6.8,Farinelli,m/farinelli,Gérard Corbiau,Farinelli,Rotten,58.0
tt0109813,1994,5.0,The Flintstones,m/the_flintstones,Brian Levant,The Flintstones,Rotten,22.0
tt0109830,1994,8.8,Forrest Gump,m/forrest_gump,Robert Zemeckis,Forrest Gump,Fresh,71.0
tt0109831,1994,7.1,Four Weddings and a Funeral,m/four_weddings_and_a_funeral,Mike Newell,Four Weddings and a Funeral,Certified-Fresh,96.0
tt0109838,1993,6.3,Freaked,,Tom Stern,,,
tt0109838,1993,6.3,Freaked,,Alex Winter,,,
tt0109842,1994,7.5,Fresh,m/fresh,Boaz Yakin,Fresh,Certified-Fresh,88.0
tt0109890,1994,5.8,The Getaway,m/1047985-getaway,Roger Donaldson,The Getaway,Rotten,32.0
tt0109891,1994,4.8,Getting Even with Dad,,Howard Deutch,,,
tt0109936,1994,6.3,Greedy,m/greedy,Jonathan Lynn,Greedy,Rotten,32.0
tt0109951,1994,6.2,Guarding Tess,m/guarding_tess,Hugh Wilson,Guarding Tess,Rotten,57.0
tt0109962,1994,7.1,From Beijing with Love,,Lik-Chi Lee,,,
tt0110005,1994,7.3,Heavenly Creatures,m/heavenly_creatures,Peter Jackson,Heavenly Creatures,Certified-Fresh,92.0
tt0110006,1995,6.6,Heavyweights,,Steven Brill,,,
tt0110008,1994,7.3,Pom Poko,,Isao Takahata,,,
tt0110027,1994,4.4,Highlander: The Final Dimension,,Andrew Morahan,,,
tt0110057,1994,8.3,Hoop Dreams,,Steve James,,,
tt0110066,1995,5.9,Houseguest,,Randall Miller,,,
tt0110074,1994,7.2,The Hudsucker Proxy,m/hudsucker_proxy,Joel Coen,The Hudsucker Proxy,Rotten,59.0
tt0110074,1994,7.2,The Hudsucker Proxy,m/hudsucker_proxy,Ethan Coen,The Hudsucker Proxy,Rotten,59.0
tt0110076,1994,7.5,Hum Aapke Hain Koun..!,,Sooraj R. Barjatya,,,
tt0110081,1994,8.3,To Live,,Yimou Zhang,,,
tt0110093,1994,5.3,I Love Trouble,m/i_love_trouble,Charles Shyer,I Love Trouble,Rotten,22.0
tt0110099,1994,6.2,I.Q.,m/iq,Fred Schepisi,I.Q.,Rotten,44.0
tt0110116,1994,7.4,Immortal Beloved,m/immortal_beloved,Bernard Rose,Immortal Beloved,Rotten,55.0
tt0110123,1994,4.9,In the Army Now,m/in_the_army_now,Daniel Petrie Jr.,In the Army Now,Rotten,6.0
tt0110146,1994,5.3,Intersection,m/intersection,Mark Rydell,Intersection,Rotten,9.0
tt0110148,1994,7.5,Interview with the Vampire: The Vampire Chronicles,m/interview_with_the_vampire,Neil Jordan,Interview with the Vampire,Fresh,63.0
tt0110157,1994,6.6,Iron Will,,Charles Haid,,,
tt0110167,1994,6.4,It Could Happen to You,m/1054344-it_could_happen_to_you,Andrew Bergman,It Could Happen to You,Fresh,71.0
tt0110169,1994,2.7,It's Pat: The Movie,,Adam Bernstein,,,
tt0110200,1994,7.5,Fist of Legend,,Gordon Chan,,,
tt0110213,1994,6.0,The Jungle Book,,Stephen Sommers,,,
tt0110216,1994,4.7,Junior,m/1058426-junior,Ivan Reitman,Junior,Rotten,36.0
tt0110222,1994,7.7,Kabhi Haan Kabhi Naa,,Kundan Shah,,,
tt0110265,1993,6.4,Killing Zoe,m/killing_zoe,Roger Avary,Killing Zoe,Rotten,36.0
tt0110305,1994,5.8,Lassie,,Daniel Petrie,,,
tt0110308,1994,7.0,The Last Seduction,m/the_last_seduction,John Dahl,The Last Seduction,Certified-Fresh,94.0
tt0110322,1994,7.5,Legends of the Fall,m/legends_of_the_fall,Edward Zwick,Legends of the Fall,Rotten,58.0
tt0110329,1994,4.6,Leprechaun 2,m/leprechaun_2,Rodman Flender,Leprechaun 2,Rotten,0.0
tt0110353,1994,5.5,Lightning Jack,,Simon Wincer,,,
tt0110357,1994,8.5,The Lion King,m/the_lion_king,Roger Allers,The Lion King,Certified-Fresh,93.0
tt0110357,1994,8.5,The Lion King,m/the_lion_king,Rob Minkoff,The Lion King,Certified-Fresh,93.0
tt0110363,1994,6.1,Little Big League,m/little_big_league,Andrew Scheinman,Little Big League,Rotten,31.0
tt0110364,1994,6.4,Little Giants,,Duwayne Dunham,,,
tt0110365,1994,6.7,Little Odessa,m/little_odessa,James Gray,Little Odessa,Fresh,61.0
tt0110366,1994,6.3,The Little Rascals,m/the_little_rascals_1994,Penelope Spheeris,The Little Rascals,Rotten,23.0
tt0110367,1994,7.3,Little Women,m/1058517-little_women,Gillian Armstrong,Little Women,Fresh,92.0
tt0110413,1994,8.5,Léon: The Professional,m/leon_the_professional,Luc Besson,Léon: The Professional,Certified-Fresh,74.0
tt0110428,1994,7.2,The Madness of King George,m/madness_of_king_george,Nicholas Hytner,The Madness of King George,Certified-Fresh,93.0
tt0110438,1994,6.5,Main Khiladi Tu Anari,,Sameer Malkan,,,
tt0110442,1994,5.6,Major League II,m/major_league_2,David S. Ward,Major League II,Rotten,5.0
tt0110443,1995,6.2,Major Payne,,Nick Castle,,,
tt0110475,1994,6.9,The Mask,m/1053779-mask,Chuck Russell,The Mask,Certified-Fresh,77.0
tt0110478,1994,7.0,Maverick,m/maverick,Richard Donner,Maverick,Fresh,66.0
tt0110516,1994,5.6,Milk Money,m/1055255-milk_money,Richard Benjamin,Milk Money,Rotten,12.0
tt0110527,1994,6.5,Miracle on 34th Street,m/miracle_on_34th_street_1994,Les Mayfield,Miracle on 34th Street,Fresh,60.0
tt0110538,1994,5.4,Mixed Nuts,m/mixed_nuts,Nora Ephron,Mixed Nuts,Rotten,10.0
tt0110546,1994,7.0,Mohra,,Rajiv Rai,,,
tt0110557,1994,5.3,Monkey Trouble,m/monkey_trouble,Franco Amurri,Monkey Trouble,Rotten,50.0
tt0110598,1994,7.2,Muriel's Wedding,m/muriels_wedding,P.J. Hogan,Muriel's Wedding,Certified-Fresh,78.0
tt0110612,1994,5.5,My Father the Hero,,Steve Miner,,,
tt0110613,1994,5.3,My Girl 2,m/my-girl-2,Howard Zieff,My Girl 2,Rotten,27.0
tt0110622,1994,6.5,Naked Gun 33 1/3: The Final Insult,m/the_naked_gun_33_13_the_final_insult_1994,Peter Segal,The Naked Gun 33 1/3: The Final Insult,Rotten,54.0
tt0110631,1994,7.2,Nattevagten,,Ole Bornedal,,,
tt0110632,1994,7.2,Natural Born Killers,m/natural_born_killers,Oliver Stone,Natural Born Killers,Rotten,48.0
tt0110638,1994,6.5,Nell,m/nell,Michael Apted,Nell,Rotten,55.0
tt0110647,1994,3.1,The NeverEnding Story III,,Peter MacDonald,,,
tt0110657,1994,4.5,The Next Karate Kid,m/next_karate_kid,Christopher Cain,The Next Karate Kid,Rotten,7.0
tt0110678,1994,6.1,No Escape,,Martin Campbell,,,
tt0110684,1994,7.3,Nobody's Fool,m/1059487-nobodys_fool,Robert Benton,Nobody's Fool,Certified-Fresh,91.0
tt0110687,1994,4.5,North,m/north,Rob Reiner,North,Rotten,14.0
tt0110729,1994,7.9,Once Were Warriors,m/once_were_warriors,Lee Tamahori,Once Were Warriors,Certified-Fresh,93.0
tt0110737,1994,6.5,Only You,m/1055875-only_you,Norman Jewison,Only You,Rotten,54.0
tt0110759,1994,6.5,PCU,,Hart Bochner,,,
tt0110763,1994,6.1,The Pagemaster,,Pixote Hunt,,,
tt0110763,1994,6.1,The Pagemaster,,Joe Johnston,,,
tt0110771,1994,6.6,The Paper,m/paper,Ron Howard,The Paper,Fresh,88.0
tt0110823,1994,6.0,Phantasm III: Lord of the Dead,,Don Coscarelli,,,
tt0110857,1994,3.4,Police Academy: Mission to Moscow,,Alan Metter,,,
tt0110877,1994,7.7,The Postman,,Michael Radford,,,
tt0110882,1994,7.9,Before the Rain,,Milcho Manchevski,,,
tt0110889,1994,7.1,Priest,,Antonia Bird,,,
tt0110907,1994,5.2,Ready to Wear,,Robert Altman,,,
tt0110912,1994,8.9,Pulp Fiction,m/pulp_fiction,Quentin Tarantino,Pulp Fiction,Certified-Fresh,92.0
tt0110917,1994,7.6,A Pure Formality,,Giuseppe Tornatore,,,
tt0110932,1994,7.5,Quiz Show,m/quiz_show,Robert Redford,Quiz Show,Certified-Fresh,96.0
tt0110950,1994,6.6,Reality Bites,m/reality_bites,Ben Stiller,Reality Bites,Fresh,66.0
tt0110955,1994,6.9,The Ref,m/ref,Ted Demme,The Ref,Certified-Fresh,72.0
tt0110963,1994,7.4,Queen Margot,,Patrice Chéreau,,,
tt0110971,1994,6.2,Renaissance Man,m/renaissance_man,Penny Marshall,Renaissance Man,Rotten,12.0
tt0110978,1995,3.3,Texas Chainsaw Massacre: The Next Generation,m/texas_chainsaw_massacre_the_next_generation,Kim Henkel,Texas Chainsaw Massacre: The Next Generation,Rotten,14.0
tt0110989,1994,5.4,Richie Rich,m/richie_rich,Donald Petrie,Richie Rich,Rotten,24.0
tt0110997,1994,6.4,The River Wild,m/river_wild,Curtis Hanson,The River Wild,Rotten,56.0
tt0111001,1994,5.9,The Road to Wellville,m/the_road_to_wellville,Alan Parker,The Road to Wellville,Rotten,41.0
tt0111003,1994,5.9,The Puppet Masters,m/puppet_masters,Stuart Orme,The Puppet Masters,Rotten,26.0
tt0111070,1994,6.5,The Santa Clause,,John Pasquin,,,
tt0111094,1994,5.4,The Scout,m/scout,Michael Ritchie,The Scout,Rotten,22.0
tt0111112,1994,7.4,The Secret of Roan Inish,m/the-secret-of-roan-inish,John Sayles,The Secret of Roan Inish,Certified-Fresh,95.0
tt0111127,1994,6.8,Serial Mom,m/serial_mom,John Waters,Serial Mom,Fresh,63.0
tt0111143,1994,6.0,The Shadow,m/1054125-shadow,Russell Mulcahy,The Shadow,Rotten,35.0
tt0111149,1994,7.3,Shallow Grave,m/1058923-shallow_grave,Danny Boyle,Shallow Grave,Fresh,69.0
tt0111161,1994,9.3,The Shawshank Redemption,m/shawshank_redemption,Frank Darabont,The Shawshank Redemption,Certified-Fresh,91.0
tt0111201,1994,5.9,Sirens,,John Duigan,,,
tt0111252,1994,6.3,Spanking the Monkey,,David O. Russell,,,
tt0111255,1994,5.6,The Specialist,m/1056079-specialist,Luis Llosa,The Specialist,Rotten,7.0
tt0111257,1994,7.3,Speed,m/speed_1994,Jan de Bont,Speed,Certified-Fresh,94.0
tt0111280,1994,6.6,Star Trek: Generations,,David Carson,,,
tt0111282,1994,7.0,Stargate,m/stargate,Roland Emmerich,Stargate,Rotten,53.0
tt0111301,1994,4.0,Street Fighter,m/1058516-street_fighter,Steven E. de Souza,Street Fighter,Rotten,10.0
tt0111323,1994,6.2,Surviving the Game,m/surviving_the_game,Ernest R. Dickerson,Surviving the Game,Rotten,24.0
tt0111333,1994,6.4,The Swan Princess,m/swan_princess,Richard Rich,The Swan Princess,Rotten,50.0
tt0111341,1994,8.3,Satantango,,Béla Tarr,,,
tt0111400,1994,5.5,Terminal Velocity,m/terminal_velocity,Deran Sarafian,Terminal Velocity,Rotten,19.0
tt0111418,1994,6.3,Threesome,m/threesome,Andrew Fleming,Threesome,Rotten,28.0
tt0111419,1994,6.2,Thumbelina,m/1048880-thumbelina,Don Bluth,Thumbelina,Rotten,27.0
tt0111419,1994,6.2,Thumbelina,m/1048880-thumbelina,Gary Goldman,Thumbelina,Rotten,27.0
tt0111438,1994,5.9,Timecop,m/timecop,Peter Hyams,Timecop,Rotten,45.0
tt0111477,1994,5.9,Trapped in Paradise,m/trapped_in_paradise,George Gallo,Trapped in Paradise,Rotten,10.0
tt0111495,1994,8.1,Three Colors: Red,m/1058966-red,Krzysztof Kieslowski,Three Colors: Red (Trois couleurs: Rouge),Certified-Fresh,100.0
tt0111503,1994,7.3,True Lies,,James Cameron,,,
tt0111507,1994,7.6,Three Colors: White,m/three_colors_white,Krzysztof Kieslowski,Three Colors: White (Trois Couleurs: Blanc),Certified-Fresh,87.0
tt0111512,1994,7.5,The Legend of Drunken Master,,Chia-Liang Liu,,,
tt0111667,1994,6.7,The War,m/the-war1994,Jon Avnet,The War,Rotten,25.0
tt0111686,1994,6.4,New Nightmare,,Wes Craven,,,
tt0111693,1994,6.5,When a Man Loves a Woman,m/when_a_man_loves_a_woman,Luis Mandoki,When a Man Loves a Woman,Fresh,71.0
tt0111732,1994,6.7,With Honors,m/with_honors,Alek Keshishian,With Honors,Rotten,17.0
tt0111742,1994,6.2,Wolf,m/1053942-wolf,Mike Nichols,Wolf,Fresh,60.0
tt0111756,1994,6.7,Wyatt Earp,m/1052698-wyatt_earp,Lawrence Kasdan,Wyatt Earp,Rotten,44.0
tt0111797,1994,7.8,Eat Drink Man Woman,m/eat_drink_man_woman,Ang Lee,Eat Drink Man Woman (Yin shi nan nu),Certified-Fresh,88.0
tt0111845,1994,7.7,Through the Olive Trees,,Abbas Kiarostami,,,
tt0112281,1995,6.4,Ace Ventura: When Nature Calls,,Steve Oedekerk,,,
tt0112288,1995,6.4,The Addiction,m/1068307-addiction,Abel Ferrara,The Addiction,Fresh,75.0
tt0112302,1995,5.5,Tom and Huck,m/tom_and_huck,Peter Hewitt,Tom and Huck,Rotten,25.0
tt0112346,1995,6.8,The American President,m/american_president,Rob Reiner,The American President,Certified-Fresh,91.0
tt0112368,1995,6.7,Angus,m/angus,Patrick Read Johnson,Angus,Fresh,67.0
tt0112379,1995,7.4,Antonia's Line,,Marleen Gorris,,,
tt0112384,1995,7.7,Apollo 13,m/apollo_13,Ron Howard,Apollo 13,Certified-Fresh,96.0
tt0112401,1995,6.3,Assassins,m/assassins,Richard Donner,Assassins,Rotten,16.0
tt0112431,1995,6.9,Babe,m/1065598-babe,Chris Noonan,Babe,Certified-Fresh,97.0
tt0112442,1995,6.8,Bad Boys,m/1062483-bad_boys,Michael Bay,Bad Boys,Rotten,42.0
tt0112445,1995,7.6,The White Balloon,,Jafar Panahi,,,
tt0112453,1995,7.1,Balto,m/balto,Simon Wells,Balto,Rotten,54.0
tt0112461,1995,7.3,The Basketball Diaries,,Scott Kalvert,,,
tt0112462,1995,5.4,Batman Forever,,Joel Schumacher,,,
tt0112471,1995,8.1,Before Sunrise,m/before_sunrise,Richard Linklater,Before Sunrise,Certified-Fresh,100.0
tt0112499,1995,5.5,The Big Green,m/big_green,Holly Goldberg Sloan,The Big Green,Rotten,0.0
tt0112508,1995,6.3,Billy Madison,m/billy_madison,Tamra Davis,Billy Madison,Rotten,40.0
tt0112541,1995,6.6,Blue in the Face,,Paul Auster,,,
tt0112541,1995,6.6,Blue in the Face,,Wayne Wang,,,
tt0112541,1995,6.6,Blue in the Face,,Harvey Wang,,,
tt0112553,1995,8.1,Bombay,,Mani Ratnam,,,
tt0112571,1995,6.4,Boys on the Side,m/boys_on_the_side,Herbert Ross,Boys on the Side,Fresh,74.0
tt0112572,1995,6.1,The Brady Bunch Movie,m/the_brady_bunch_movie,Betty Thomas,The Brady Bunch Movie,Fresh,62.0
tt0112602,1995,5.6,Bushwhacked,,Greg Beeman,,,
tt0112606,1995,6.1,Bye Bye Love,,Sam Weisman,,,
tt0112625,1995,5.2,Candyman: Farewell to the Flesh,m/candyman_farewell_to_the_flesh,Bill Condon,Candyman: Farewell to the Flesh,Rotten,28.0
tt0112641,1995,8.2,Casino,m/1067987-casino,Martin Scorsese,Casino,Certified-Fresh,80.0
tt0112642,1995,6.1,Casper,m/casper,Brad Silberling,Casper,Rotten,51.0
