tconst,Year,IMDb rating,Movie title,Staff name,dir_mov,dir_mov_set
tt0341495,2002,5.5,Naked Weapon,Siu-Tung Ching,Naked Weapon Siu-Tung Ching,"frozenset({'Weapon', 'Naked', 'Siu-Tung', 'Ching'})"
tt0341555,2002,6.5,Sex Is Zero,JK Youn,Sex Is Zero JK Youn,"frozenset({'JK', 'Zero', 'Youn', 'Is', 'Sex'})"
tt0342172,2003,7.7,Capturing the Friedmans,Andrew Jarecki,Capturing the Friedmans Andrew Jarecki,"frozenset({'Andrew', 'Jarecki', 'Capturing', 'Friedmans', 'the'})"
tt0342258,2005,7.0,Unleashed,Louis Leterrier,Unleashed Louis Leterrier,"frozenset({'Louis', 'Leterrier', 'Unleashed'})"
tt0342272,2005,6.5,Dear Wendy,Thomas Vinterberg,Dear Wendy Thomas Vinterberg,"frozenset({'Vinterberg', 'Thomas', 'Wendy', 'Dear'})"
tt0342492,2003,7.2,The Green Butchers,Anders Thomas Jensen,The Green Butchers Anders Thomas Jensen,"frozenset({'Thomas', 'Jensen', 'Green', 'Anders', 'Butchers', 'The'})"
tt0342735,2005,7.2,Manderlay,Lars von Trier,Manderlay Lars von Trier,"frozenset({'Trier', 'von', 'Manderlay', 'Lars'})"
tt0343121,2003,7.9,Tupac: Resurrection,Lauren Lazin,Tupac: Resurrection Lauren Lazin,"frozenset({'Lazin', 'Resurrection', 'Tupac:', 'Lauren'})"
tt0343135,2004,6.0,Along Came Polly,John Hamburg,Along Came Polly John Hamburg,"frozenset({'Polly', 'John', 'Along', 'Hamburg', 'Came'})"
tt0343660,2004,6.8,50 First Dates,Peter Segal,50 First Dates Peter Segal,"frozenset({'Segal', 'Dates', 'First', 'Peter', '50'})"
tt0343663,2004,5.9,Eros,Michelangelo Antonioni Steven Soderbergh Kar-Wai Wong,Eros Michelangelo Antonioni Steven Soderbergh Kar-Wai Wong,"frozenset({'Soderbergh', 'Wong', 'Eros', 'Michelangelo', 'Kar-Wai', 'Antonioni', 'Steven'})"
tt0343818,2004,7.1,"I, Robot",Alex Proyas,"I, Robot Alex Proyas","frozenset({'Alex', 'I,', 'Proyas', 'Robot'})"
tt0344510,2004,7.6,A Very Long Engagement,Jean-Pierre Jeunet,A Very Long Engagement Jean-Pierre Jeunet,"frozenset({'Jean-Pierre', 'Engagement', 'Jeunet', 'A', 'Very', 'Long'})"
tt0344854,2006,6.0,Arthur and the Invisibles,Luc Besson,Arthur and the Invisibles Luc Besson,"frozenset({'and', 'Invisibles', 'Luc', 'Arthur', 'Besson', 'the'})"
tt0345061,2003,6.1,Code 46,Michael Winterbottom,Code 46 Michael Winterbottom,"frozenset({'Code', '46', 'Michael', 'Winterbottom'})"
tt0345074,2004,6.2,Connie and Carla,Michael Lembeck,Connie and Carla Michael Lembeck,"frozenset({'Lembeck', 'and', 'Michael', 'Connie', 'Carla'})"
tt0345549,2003,7.5,Last Life in the Universe,Pen-Ek Ratanaruang,Last Life in the Universe Pen-Ek Ratanaruang,"frozenset({'Ratanaruang', 'Last', 'Life', 'Pen-Ek', 'Universe', 'in', 'the'})"
tt0345551,2003,7.0,Latter Days,C. Jay Cox,Latter Days C. Jay Cox,"frozenset({'Jay', 'Days', 'C.', 'Latter', 'Cox'})"
tt0345950,2004,7.1,The SpongeBob SquarePants Movie,Stephen Hillenburg Mark Osborne,The SpongeBob SquarePants Movie Stephen Hillenburg Mark Osborne,"frozenset({'Hillenburg', 'Mark', 'Stephen', 'The', 'SquarePants', 'Movie', 'Osborne', 'SpongeBob'})"
tt0346094,2002,7.5,Distant,Nuri Bilge Ceylan,Distant Nuri Bilge Ceylan,"frozenset({'Nuri', 'Ceylan', 'Bilge', 'Distant'})"
tt0346156,2004,6.1,Sky Captain and the World of Tomorrow,Kerry Conran,Sky Captain and the World of Tomorrow Kerry Conran,"frozenset({'and', 'Captain', 'Kerry', 'of', 'Tomorrow', 'World', 'Sky', 'Conran', 'the'})"
tt0346336,2003,8.5,The Best of Youth,Marco Tullio Giordana,The Best of Youth Marco Tullio Giordana,"frozenset({'Marco', 'of', 'The', 'Best', 'Youth', 'Tullio', 'Giordana'})"
tt0346457,2005,6.6,Mangal Pandey,Ketan Mehta,Mangal Pandey Ketan Mehta,"frozenset({'Pandey', 'Mangal', 'Mehta', 'Ketan'})"
tt0346491,2004,5.6,Alexander,Oliver Stone,Alexander Oliver Stone,"frozenset({'Alexander', 'Oliver', 'Stone'})"
tt0346631,2009,6.7,Blood and Bone,Ben Ramsey,Blood and Bone Ben Ramsey,"frozenset({'and', 'Blood', 'Bone', 'Ben', 'Ramsey'})"
tt0346723,2003,6.5,Chalte Chalte,Aziz Mirza,Chalte Chalte Aziz Mirza,"frozenset({'Aziz', 'Mirza', 'Chalte'})"
tt0347048,2004,7.9,Head-On,Fatih Akin,Head-On Fatih Akin,"frozenset({'Fatih', 'Head-On', 'Akin'})"
tt0347149,2004,8.2,Howl's Moving Castle,Hayao Miyazaki,Howl's Moving Castle Hayao Miyazaki,"frozenset({'Miyazaki', 'Hayao', ""Howl's"", 'Moving', 'Castle'})"
tt0347246,2004,7.4,Ghost in the Shell 2: Innocence,Mamoru Oshii,Ghost in the Shell 2: Innocence Mamoru Oshii,"frozenset({'Mamoru', 'Innocence', '2:', 'Shell', 'in', 'the', 'Oshii', 'Ghost'})"
tt0347304,2003,7.9,Kal Ho Naa Ho,Nikkhil Advani,Kal Ho Naa Ho Nikkhil Advani,"frozenset({'Advani', 'Naa', 'Ho', 'Kal', 'Nikkhil'})"
tt0347332,2004,7.4,Khakee,Rajkumar Santoshi,Khakee Rajkumar Santoshi,"frozenset({'Rajkumar', 'Santoshi', 'Khakee'})"
tt0347473,2004,7.0,Main Hoon Na,Farah Khan,Main Hoon Na Farah Khan,"frozenset({'Farah', 'Main', 'Khan', 'Na', 'Hoon'})"
tt0347618,2002,7.2,The Cat Returns,Hiroyuki Morita,The Cat Returns Hiroyuki Morita,"frozenset({'Hiroyuki', 'Returns', 'The', 'Morita', 'Cat'})"
tt0347791,2002,6.0,Pokémon Heroes,Jim Malone Kunihiko Yuyama,Pokémon Heroes Jim Malone Kunihiko Yuyama,"frozenset({'Heroes', 'Yuyama', 'Malone', 'Kunihiko', 'Pokémon', 'Jim'})"
tt0348121,2004,6.8,Steamboy,Katsuhiro Ôtomo,Steamboy Katsuhiro Ôtomo,"frozenset({'Ôtomo', 'Steamboy', 'Katsuhiro'})"
tt0348150,2006,6.1,Superman Returns,Bryan Singer,Superman Returns Bryan Singer,"frozenset({'Bryan', 'Superman', 'Singer', 'Returns'})"
tt0348333,2005,6.7,Waiting...,Rob McKittrick,Waiting... Rob McKittrick,"frozenset({'Waiting...', 'McKittrick', 'Rob'})"
tt0348568,2003,7.8,The Classic,Jae-young Kwak,The Classic Jae-young Kwak,"frozenset({'The', 'Kwak', 'Classic', 'Jae-young'})"
tt0348593,2004,6.6,The Door in the Floor,Tod Williams,The Door in the Floor Tod Williams,"frozenset({'Tod', 'Williams', 'The', 'Door', 'Floor', 'in', 'the'})"
tt0348836,2003,5.8,Gothika,Mathieu Kassovitz,Gothika Mathieu Kassovitz,"frozenset({'Mathieu', 'Kassovitz', 'Gothika'})"
tt0349169,2004,5.6,Breakin' All the Rules,Daniel Taplitz,Breakin' All the Rules Daniel Taplitz,"frozenset({'Daniel', ""Breakin'"", 'Rules', 'Taplitz', 'All', 'the'})"
tt0349205,2003,5.9,Cheaper by the Dozen,Shawn Levy,Cheaper by the Dozen Shawn Levy,"frozenset({'Levy', 'Shawn', 'by', 'Cheaper', 'the', 'Dozen'})"
tt0349416,2004,6.5,Eulogy,Michael Clancy,Eulogy Michael Clancy,"frozenset({'Eulogy', 'Clancy', 'Michael'})"
tt0349467,2006,5.1,Freedomland,Joe Roth,Freedomland Joe Roth,"frozenset({'Joe', 'Roth', 'Freedomland'})"
tt0349683,2004,6.3,King Arthur,Antoine Fuqua,King Arthur Antoine Fuqua,"frozenset({'Arthur', 'Fuqua', 'King', 'Antoine'})"
tt0349710,2004,6.5,Ladder 49,Jay Russell,Ladder 49 Jay Russell,"frozenset({'Russell', 'Jay', 'Ladder', '49'})"
tt0349825,2004,7.4,Miracle,Gavin O'Connor,Miracle Gavin O'Connor,"frozenset({'Gavin', ""O'Connor"", 'Miracle'})"
tt0349903,2004,6.5,Ocean's Twelve,Steven Soderbergh,Ocean's Twelve Steven Soderbergh,"frozenset({'Soderbergh', 'Twelve', ""Ocean's"", 'Steven'})"
tt0350028,2004,6.0,Raising Helen,Garry Marshall,Raising Helen Garry Marshall,"frozenset({'Raising', 'Garry', 'Marshall', 'Helen'})"
tt0350193,2003,7.4,Take My Eyes,Icíar Bollaín,Take My Eyes Icíar Bollaín,"frozenset({'My', 'Eyes', 'Icíar', 'Bollaín', 'Take'})"
tt0350258,2004,7.7,Ray,Taylor Hackford,Ray Taylor Hackford,"frozenset({'Ray', 'Taylor', 'Hackford'})"
tt0350261,2005,7.0,An Unfinished Life,Lasse Hallström,An Unfinished Life Lasse Hallström,"frozenset({'Hallström', 'Life', 'An', 'Lasse', 'Unfinished'})"
tt0351283,2005,6.9,Madagascar,Eric Darnell Tom McGrath,Madagascar Eric Darnell Tom McGrath,"frozenset({'Eric', 'McGrath', 'Darnell', 'Madagascar', 'Tom'})"
tt0351461,2003,7.3,Noi the Albino,Dagur Kári,Noi the Albino Dagur Kári,"frozenset({'Noi', 'Dagur', 'Albino', 'Kári', 'the'})"
tt0351817,2002,8.1,The Twilight Samurai,Yôji Yamada,The Twilight Samurai Yôji Yamada,"frozenset({'Yamada', 'Samurai', 'The', 'Yôji', 'Twilight'})"
tt0351977,2004,6.2,Walking Tall,Kevin Bray,Walking Tall Kevin Bray,"frozenset({'Bray', 'Walking', 'Tall', 'Kevin'})"
tt0352248,2005,8.0,Cinderella Man,Ron Howard,Cinderella Man Ron Howard,"frozenset({'Cinderella', 'Howard', 'Ron', 'Man'})"
tt0352277,2004,6.6,De-Lovely,Irwin Winkler,De-Lovely Irwin Winkler,"frozenset({'Irwin', 'De-Lovely', 'Winkler'})"
tt0352314,2004,7.5,Ek Hasina Thi,Sriram Raghavan,Ek Hasina Thi Sriram Raghavan,"frozenset({'Sriram', 'Ek', 'Thi', 'Raghavan', 'Hasina'})"
tt0352343,2003,7.2,Facing Windows,Ferzan Özpetek,Facing Windows Ferzan Özpetek,"frozenset({'Ferzan', 'Özpetek', 'Windows', 'Facing'})"
tt0352520,2004,6.9,The Life and Death of Peter Sellers,Stephen Hopkins,The Life and Death of Peter Sellers Stephen Hopkins,"frozenset({'and', 'Sellers', 'of', 'Life', 'Peter', 'Stephen', 'The', 'Hopkins', 'Death'})"
tt0352994,2004,7.3,Walk on Water,Eytan Fox,Walk on Water Eytan Fox,"frozenset({'Fox', 'on', 'Eytan', 'Water', 'Walk'})"
tt0353014,2003,6.7,Wonderful Days,Moon-saeng Kim,Wonderful Days Moon-saeng Kim,"frozenset({'Moon-saeng', 'Kim', 'Wonderful', 'Days'})"
tt0353324,2005,3.0,The Crow: Wicked Prayer,Lance Mungia,The Crow: Wicked Prayer Lance Mungia,"frozenset({'Crow:', 'The', 'Wicked', 'Lance', 'Prayer', 'Mungia'})"
tt0353489,2004,6.4,Ginger Snaps 2: Unleashed,Brett Sullivan,Ginger Snaps 2: Unleashed Brett Sullivan,"frozenset({'Sullivan', 'Ginger', 'Brett', 'Snaps', 'Unleashed', '2:'})"
tt0353969,2003,8.1,Memories of Murder,Bong Joon Ho,Memories of Murder Bong Joon Ho,"frozenset({'Murder', 'Joon', 'of', 'Ho', 'Memories', 'Bong'})"
tt0354356,2004,6.6,Five Times Two,François Ozon,Five Times Two François Ozon,"frozenset({'Five', 'Two', 'François', 'Ozon', 'Times'})"
tt0354575,2003,7.4,The Five Obstructions,Jørgen Leth Lars von Trier,The Five Obstructions Jørgen Leth Lars von Trier,"frozenset({'Obstructions', 'Five', 'Lars', 'Trier', 'Jørgen', 'Leth', 'von', 'The'})"
tt0354668,2003,7.2,Save the Green Planet!,Joon-Hwan Jang,Save the Green Planet! Joon-Hwan Jang,"frozenset({'Joon-Hwan', 'Green', 'Save', 'Planet!', 'Jang', 'the'})"
tt0354899,2006,7.2,The Science of Sleep,Michel Gondry,The Science of Sleep Michel Gondry,"frozenset({'Sleep', 'of', 'Michel', 'Gondry', 'Science', 'The'})"
tt0355295,2005,5.9,The Brothers Grimm,Terry Gilliam,The Brothers Grimm Terry Gilliam,"frozenset({'Brothers', 'Gilliam', 'The', 'Terry', 'Grimm'})"
tt0355702,2005,7.1,Lords of Dogtown,Catherine Hardwicke,Lords of Dogtown Catherine Hardwicke,"frozenset({'Hardwicke', 'Lords', 'of', 'Dogtown', 'Catherine'})"
tt0355954,2004,5.2,Riding the Bullet,Mick Garris,Riding the Bullet Mick Garris,"frozenset({'Riding', 'Garris', 'the', 'Mick', 'Bullet'})"
tt0356150,2004,6.6,EuroTrip,Jeff Schaffer Alec Berg David Mandel,EuroTrip Jeff Schaffer Alec Berg David Mandel,"frozenset({'Mandel', 'Berg', 'Schaffer', 'Jeff', 'Alec', 'David', 'EuroTrip'})"
tt0356470,2004,5.9,A Cinderella Story,Mark Rosman,A Cinderella Story Mark Rosman,"frozenset({'Cinderella', 'Story', 'Mark', 'Rosman', 'A'})"
tt0356614,2003,6.4,Foolproof,William Phillips,Foolproof William Phillips,"frozenset({'Foolproof', 'William', 'Phillips'})"
tt0356618,2004,5.8,The Forgotten,Joseph Ruben,The Forgotten Joseph Ruben,"frozenset({'The', 'Joseph', 'Ruben', 'Forgotten'})"
tt0356634,2004,5.0,Garfield,Peter Hewitt,Garfield Peter Hewitt,"frozenset({'Garfield', 'Hewitt', 'Peter'})"
tt0356680,2005,6.3,The Family Stone,Thomas Bezucha,The Family Stone Thomas Bezucha,"frozenset({'Thomas', 'Bezucha', 'The', 'Family', 'Stone'})"
tt0356721,2004,6.6,I Heart Huckabees,David O. Russell,I Heart Huckabees David O. Russell,"frozenset({'Russell', 'O.', 'Huckabees', 'Heart', 'David', 'I'})"
tt0356910,2005,6.5,Mr. & Mrs. Smith,Doug Liman,Mr. & Mrs. Smith Doug Liman,"frozenset({'Mrs.', 'Doug', 'Mr.', 'Liman', '&', 'Smith'})"
tt0357110,2005,6.5,The Ballad of Jack and Rose,Rebecca Miller,The Ballad of Jack and Rose Rebecca Miller,"frozenset({'and', 'Miller', 'Ballad', 'of', 'The', 'Jack', 'Rose', 'Rebecca'})"
tt0357111,2004,5.8,RRRrrrr!!!,Alain Chabat,RRRrrrr!!! Alain Chabat,"frozenset({'Alain', 'Chabat', 'RRRrrrr!!!'})"
tt0357277,2005,4.7,Elektra,Rob Bowman,Elektra Rob Bowman,"frozenset({'Elektra', 'Rob', 'Bowman'})"
tt0357413,2004,7.1,Anchorman: The Legend of Ron Burgundy,Adam McKay,Anchorman: The Legend of Ron Burgundy Adam McKay,"frozenset({'Adam', 'of', 'Legend', 'Burgundy', 'Anchorman:', 'The', 'McKay', 'Ron'})"
tt0357507,2005,4.1,Boogeyman,Stephen Kay,Boogeyman Stephen Kay,"frozenset({'Stephen', 'Kay', 'Boogeyman'})"
tt0358082,2005,6.4,Robots,Chris Wedge Carlos Saldanha,Robots Chris Wedge Carlos Saldanha,"frozenset({'Carlos', 'Saldanha', 'Wedge', 'Robots', 'Chris'})"
tt0358135,2004,6.2,Shall We Dance,Peter Chelsom,Shall We Dance Peter Chelsom,"frozenset({'Peter', 'Chelsom', 'Dance', 'We', 'Shall'})"
tt0358273,2005,7.8,Walk the Line,James Mangold,Walk the Line James Mangold,"frozenset({'Walk', 'James', 'Line', 'the', 'Mangold'})"
tt0358294,2005,4.3,Into the Sun,mink,Into the Sun mink,"frozenset({'Sun', 'Into', 'the', 'mink'})"
tt0358349,2004,4.5,Agent Cody Banks 2: Destination London,Kevin Allen,Agent Cody Banks 2: Destination London Kevin Allen,"frozenset({'Destination', 'Cody', 'Agent', 'London', 'Kevin', '2:', 'Banks', 'Allen'})"
tt0358456,2005,8.6,Earthlings,Shaun Monson,Earthlings Shaun Monson,"frozenset({'Shaun', 'Monson', 'Earthlings'})"
tt0359013,2004,5.8,Blade: Trinity,David S. Goyer,Blade: Trinity David S. Goyer,"frozenset({'Trinity', 'David', 'Goyer', 'S.', 'Blade:'})"
tt0359423,2004,6.6,A Home at the End of the World,Michael Mayer,A Home at the End of the World Michael Mayer,"frozenset({'Home', 'Michael', 'of', 'World', 'at', 'Mayer', 'A', 'End', 'the'})"
tt0359517,2004,4.5,Johnson Family Vacation,Christopher Erskin,Johnson Family Vacation Christopher Erskin,"frozenset({'Erskin', 'Johnson', 'Vacation', 'Family', 'Christopher'})"
tt0360009,2004,6.5,Spartan,David Mamet,Spartan David Mamet,"frozenset({'Mamet', 'David', 'Spartan'})"
tt0360130,2004,6.5,Undertow,David Gordon Green,Undertow David Gordon Green,"frozenset({'Gordon', 'Green', 'David', 'Undertow'})"
tt0360139,2004,6.0,Chasing Liberty,Andy Cadiff,Chasing Liberty Andy Cadiff,"frozenset({'Chasing', 'Liberty', 'Cadiff', 'Andy'})"
tt0360201,2004,6.3,Wimbledon,Richard Loncraine,Wimbledon Richard Loncraine,"frozenset({'Richard', 'Wimbledon', 'Loncraine'})"
tt0360323,2006,6.3,10th & Wolf,Bobby Moresco,10th & Wolf Bobby Moresco,"frozenset({'10th', 'Bobby', '&', 'Moresco', 'Wolf'})"
tt0360486,2005,7.0,Constantine,Francis Lawrence,Constantine Francis Lawrence,"frozenset({'Constantine', 'Lawrence', 'Francis'})"
tt0360556,2018,4.9,Fahrenheit 451,Ramin Bahrani,Fahrenheit 451 Ramin Bahrani,"frozenset({'451', 'Fahrenheit', 'Ramin', 'Bahrani'})"
tt0360717,2005,7.2,King Kong,Peter Jackson,King Kong Peter Jackson,"frozenset({'Jackson', 'Kong', 'King', 'Peter'})"
tt0361089,2005,5.5,Valiant,Gary Chapman,Valiant Gary Chapman,"frozenset({'Gary', 'Valiant', 'Chapman'})"
tt0361127,2004,7.2,The Woodsman,Nicole Kassell,The Woodsman Nicole Kassell,"frozenset({'Kassell', 'Nicole', 'The', 'Woodsman'})"
tt0361309,2004,6.3,We Don't Live Here Anymore,John Curran,We Don't Live Here Anymore John Curran,"frozenset({'Curran', 'Anymore', 'Here', ""Don't"", 'Live', 'We', 'John'})"
tt0361411,2004,6.2,Bride & Prejudice,Gurinder Chadha,Bride & Prejudice Gurinder Chadha,"frozenset({'Gurinder', '&', 'Bride', 'Chadha', 'Prejudice'})"
tt0361467,2004,4.6,Confessions of a Teenage Drama Queen,Sara Sugarman,Confessions of a Teenage Drama Queen Sara Sugarman,"frozenset({'Confessions', 'of', 'Queen', 'Sara', 'Sugarman', 'Drama', 'Teenage', 'a'})"
tt0361620,2004,5.0,First Daughter,Forest Whitaker,First Daughter Forest Whitaker,"frozenset({'Forest', 'First', 'Daughter', 'Whitaker'})"
tt0361668,2003,6.9,Gozu,Takashi Miike,Gozu Takashi Miike,"frozenset({'Miike', 'Gozu', 'Takashi'})"
tt0361693,2005,6.3,Happy Endings,Don Roos,Happy Endings Don Roos,"frozenset({'Endings', 'Don', 'Roos', 'Happy'})"
tt0361696,2004,5.8,Raise Your Voice,Sean McNamara,Raise Your Voice Sean McNamara,"frozenset({'Raise', 'McNamara', 'Sean', 'Voice', 'Your'})"
tt0361715,2005,7.2,Duma,Carroll Ballard,Duma Carroll Ballard,"frozenset({'Duma', 'Carroll', 'Ballard'})"
tt0361748,2009,8.3,Inglourious Basterds,Quentin Tarantino,Inglourious Basterds Quentin Tarantino,"frozenset({'Inglourious', 'Basterds', 'Quentin', 'Tarantino'})"
tt0361841,2004,5.3,Little Black Book,Nick Hurran,Little Black Book Nick Hurran,"frozenset({'Book', 'Little', 'Black', 'Hurran', 'Nick'})"
tt0361862,2004,7.7,The Machinist,Brad Anderson,The Machinist Brad Anderson,"frozenset({'Anderson', 'The', 'Machinist', 'Brad'})"
tt0361925,2004,5.3,Welcome to Mooseport,Donald Petrie,Welcome to Mooseport Donald Petrie,"frozenset({'to', 'Donald', 'Mooseport', 'Welcome', 'Petrie'})"
tt0362004,2004,6.7,Palindromes,Todd Solondz,Palindromes Todd Solondz,"frozenset({'Solondz', 'Todd', 'Palindromes'})"
tt0362120,2006,5.1,Scary Movie 4,David Zucker,Scary Movie 4 David Zucker,"frozenset({'4', 'David', 'Movie', 'Scary', 'Zucker'})"
tt0362165,2005,2.2,Son of the Mask,Lawrence Guterman,Son of the Mask Lawrence Guterman,"frozenset({'of', 'Mask', 'Lawrence', 'Son', 'the', 'Guterman'})"
tt0362225,2006,7.5,Tell No One,Guillaume Canet,Tell No One Guillaume Canet,"frozenset({'No', 'Tell', 'One', 'Guillaume', 'Canet'})"
tt0362227,2004,7.4,The Terminal,Steven Spielberg,The Terminal Steven Spielberg,"frozenset({'Spielberg', 'The', 'Steven', 'Terminal'})"
tt0362269,2004,7.1,Kinsey,Bill Condon,Kinsey Bill Condon,"frozenset({'Bill', 'Kinsey', 'Condon'})"
tt0362270,2004,7.2,The Life Aquatic with Steve Zissou,Wes Anderson,The Life Aquatic with Steve Zissou Wes Anderson,"frozenset({'Aquatic', 'Anderson', 'Steve', 'Life', 'The', 'with', 'Zissou', 'Wes'})"
tt0362478,2009,5.6,The Box,Richard Kelly,The Box Richard Kelly,"frozenset({'Kelly', 'The', 'Box', 'Richard'})"
tt0362511,2003,4.6,Dorm Daze,David Hillenbrand Scott Hillenbrand,Dorm Daze David Hillenbrand Scott Hillenbrand,"frozenset({'Scott', 'Dorm', 'David', 'Daze', 'Hillenbrand'})"
tt0362526,2004,6.4,Criminal,Gregory Jacobs,Criminal Gregory Jacobs,"frozenset({'Gregory', 'Jacobs', 'Criminal'})"
tt0362590,2004,6.1,Employee of the Month,Mitch Rouse,Employee of the Month Mitch Rouse,"frozenset({'Month', 'of', 'Mitch', 'the', 'Employee', 'Rouse'})"
tt0363163,2004,8.2,Downfall,Oliver Hirschbiegel,Downfall Oliver Hirschbiegel,"frozenset({'Hirschbiegel', 'Downfall', 'Oliver'})"
tt0363276,2004,5.4,Madhouse,William Butler,Madhouse William Butler,"frozenset({'Butler', 'Madhouse', 'William'})"
tt0363282,2004,4.9,New York Minute,Dennie Gordon,New York Minute Dennie Gordon,"frozenset({'New', 'York', 'Dennie', 'Gordon', 'Minute'})"
tt0363547,2004,7.3,Dawn of the Dead,Zack Snyder,Dawn of the Dead Zack Snyder,"frozenset({'Zack', 'of', 'Snyder', 'Dawn', 'the', 'Dead'})"
tt0363589,2003,7.1,Elephant,Gus Van Sant,Elephant Gus Van Sant,"frozenset({'Sant', 'Elephant', 'Gus', 'Van'})"
tt0363771,2005,6.9,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe Andrew Adamson","frozenset({'and', 'Witch', 'Andrew', 'of', 'Lion,', 'Adamson', 'The', 'Wardrobe', 'Chronicles', 'the', 'Narnia:'})"
tt0363780,2008,6.8,Lymelife,Derick Martini,Lymelife Derick Martini,"frozenset({'Derick', 'Lymelife', 'Martini'})"
tt0363988,2004,6.5,Secret Window,David Koepp,Secret Window David Koepp,"frozenset({'David', 'Secret', 'Window', 'Koepp'})"
tt0364045,2004,6.2,Taking Lives,D.J. Caruso,Taking Lives D.J. Caruso,"frozenset({'Caruso', 'Lives', 'Taking', 'D.J.'})"
tt0364343,2004,6.1,The Final Cut,Omar Naim,The Final Cut Omar Naim,"frozenset({'Final', 'Cut', 'Omar', 'The', 'Naim'})"
tt0364385,2002,6.7,Ju-on: The Grudge,Takashi Shimizu,Ju-on: The Grudge Takashi Shimizu,"frozenset({'Shimizu', 'The', 'Ju-on:', 'Grudge', 'Takashi'})"
tt0364517,2003,7.5,Love Me If You Dare,Yann Samuell,Love Me If You Dare Yann Samuell,"frozenset({'Samuell', 'You', 'Dare', 'Love', 'Yann', 'If', 'Me'})"
tt0364569,2003,8.4,Oldboy,Park Chan-wook,Oldboy Park Chan-wook,"frozenset({'Park', 'Oldboy', 'Chan-wook'})"
tt0364725,2004,6.7,Dodgeball: A True Underdog Story,Rawson Marshall Thurber,Dodgeball: A True Underdog Story Rawson Marshall Thurber,"frozenset({'Marshall', 'True', 'Dodgeball:', 'Underdog', 'Story', 'Rawson', 'Thurber', 'A'})"
tt0364751,2004,5.8,Without a Paddle,Steven Brill,Without a Paddle Steven Brill,"frozenset({'Paddle', 'Without', 'Brill', 'Steven', 'a'})"
tt0364930,2003,7.1,Aileen: Life and Death of a Serial Killer,Joan Churchill,Aileen: Life and Death of a Serial Killer Joan Churchill,"frozenset({'and', 'Joan', 'of', 'Serial', 'Life', 'a', 'Churchill', 'Death', 'Killer', 'Aileen:'})"
tt0364955,2006,6.3,Art School Confidential,Terry Zwigoff,Art School Confidential Terry Zwigoff,"frozenset({'Zwigoff', 'Confidential', 'Art', 'School', 'Terry'})"
tt0364961,2004,6.9,The Assassination of Richard Nixon,Niels Mueller,The Assassination of Richard Nixon Niels Mueller,"frozenset({'of', 'Nixon', 'Niels', 'The', 'Richard', 'Mueller', 'Assassination'})"
tt0364970,2008,5.5,Babylon A.D.,Mathieu Kassovitz,Babylon A.D. Mathieu Kassovitz,"frozenset({'A.D.', 'Babylon', 'Kassovitz', 'Mathieu'})"
tt0365125,2004,5.1,A Dirty Shame,John Waters,A Dirty Shame John Waters,"frozenset({'Dirty', 'Shame', 'A', 'Waters', 'John'})"
tt0365265,2004,5.8,Ginger Snaps Back: The Beginning,Grant Harvey,Ginger Snaps Back: The Beginning Grant Harvey,"frozenset({'Ginger', 'Beginning', 'Snaps', 'Back:', 'The', 'Harvey', 'Grant'})"
tt0365376,2003,7.1,A Tale of Two Sisters,Jee-woon Kim,A Tale of Two Sisters Jee-woon Kim,"frozenset({'Jee-woon', 'Kim', 'of', 'Tale', 'Two', 'Sisters', 'A'})"
tt0365485,2005,6.7,The Matador,Richard Shepard,The Matador Richard Shepard,"frozenset({'Shepard', 'The', 'Richard', 'Matador'})"
tt0365545,2018,6.4,Nappily Ever After,Haifaa Al-Mansour,Nappily Ever After Haifaa Al-Mansour,"frozenset({'Ever', 'Nappily', 'Haifaa', 'After', 'Al-Mansour'})"
tt0365675,2008,6.3,The Red Baron,Nikolai Müllerschön,The Red Baron Nikolai Müllerschön,"frozenset({'Baron', 'Nikolai', 'Red', 'Müllerschön', 'The'})"
tt0365686,2005,6.3,Revolver,Guy Ritchie,Revolver Guy Ritchie,"frozenset({'Ritchie', 'Revolver', 'Guy'})"
