tconst,Year,IMDb rating,Movie title,Staff name,dir_mov,dir_mov_set
tt0318627,2004,6.1,Resident Evil: Apocalypse,Alexander Witt,Resident Evil: Apocalypse Alexander Witt,"frozenset({'Resident', 'Apocalypse', 'Alexander', 'Witt', 'Evil:'})"
tt0318649,2005,6.0,Sahara,Breck Eisner,Sahara Breck Eisner,"frozenset({'Eisner', 'Breck', 'Sahara'})"
tt0318761,2005,6.5,Thumbsucker,Mike Mills,Thumbsucker Mike Mills,"frozenset({'Mike', 'Mills', 'Thumbsucker'})"
tt0318974,2004,6.0,The Alamo,John Lee Hancock,The Alamo John Lee Hancock,"frozenset({'Lee', 'Alamo', 'The', 'John', 'Hancock'})"
tt0319020,2002,6.2,Awara Paagal Deewana,Vikram Bhatt,Awara Paagal Deewana Vikram Bhatt,"frozenset({'Awara', 'Vikram', 'Deewana', 'Bhatt', 'Paagal'})"
tt0319061,2003,8.0,Big Fish,Tim Burton,Big Fish Tim Burton,"frozenset({'Big', 'Tim', 'Burton', 'Fish'})"
tt0319262,2004,6.4,The Day After Tomorrow,Roland Emmerich,The Day After Tomorrow Roland Emmerich,"frozenset({'Emmerich', 'Tomorrow', 'After', 'The', 'Day', 'Roland'})"
tt0319343,2003,7.0,Elf,Jon Favreau,Elf Jon Favreau,"frozenset({'Elf', 'Jon', 'Favreau'})"
tt0319524,2003,5.6,How to Deal,Clare Kilner,How to Deal Clare Kilner,"frozenset({'to', 'Clare', 'How', 'Kilner', 'Deal'})"
tt0319531,2003,5.8,I'll Sleep When I'm Dead,Mike Hodges,I'll Sleep When I'm Dead Mike Hodges,"frozenset({'When', ""I'm"", 'Mike', 'Sleep', 'Hodges', ""I'll"", 'Dead'})"
tt0319736,2002,8.2,The Legend of Bhagat Singh,Rajkumar Santoshi,The Legend of Bhagat Singh Rajkumar Santoshi,"frozenset({'Singh', 'Santoshi', 'of', 'Legend', 'Rajkumar', 'The', 'Bhagat'})"
tt0319769,2002,7.5,Mondays in the Sun,Fernando León de Aranoa,Mondays in the Sun Fernando León de Aranoa,"frozenset({'Mondays', 'Aranoa', 'Sun', 'León', 'Fernando', 'in', 'the', 'de'})"
tt0320193,2002,7.9,Oasis,Lee Chang-dong,Oasis Lee Chang-dong,"frozenset({'Chang-dong', 'Lee', 'Oasis'})"
tt0320244,2003,6.2,Party Monster,Fenton Bailey Randy Barbato,Party Monster Fenton Bailey Randy Barbato,"frozenset({'Fenton', 'Party', 'Bailey', 'Randy', 'Monster', 'Barbato'})"
tt0320661,2005,7.2,Kingdom of Heaven,Ridley Scott,Kingdom of Heaven Ridley Scott,"frozenset({'Heaven', 'Kingdom', 'of', 'Scott', 'Ridley'})"
tt0320691,2003,7.0,Underworld,Len Wiseman,Underworld Len Wiseman,"frozenset({'Underworld', 'Len', 'Wiseman'})"
tt0322259,2003,5.9,2 Fast 2 Furious,John Singleton,2 Fast 2 Furious John Singleton,"frozenset({'Furious', 'Singleton', 'Fast', 'John', '2'})"
tt0322330,2003,6.3,Freaky Friday,Mark Waters,Freaky Friday Mark Waters,"frozenset({'Mark', 'Freaky', 'Waters', 'Friday'})"
tt0322420,2004,7.5,Life Is a Miracle,Emir Kusturica,Life Is a Miracle Emir Kusturica,"frozenset({'Kusturica', 'Miracle', 'Life', 'Emir', 'Is', 'a'})"
tt0322545,2003,7.1,Berlin Blues,Leander Haußmann,Berlin Blues Leander Haußmann,"frozenset({'Haußmann', 'Blues', 'Berlin', 'Leander'})"
tt0322589,2003,5.3,Honey,Bille Woodruff,Honey Bille Woodruff,"frozenset({'Honey', 'Woodruff', 'Bille'})"
tt0322674,2002,7.4,Twin Sisters,Ben Sombogaart,Twin Sisters Ben Sombogaart,"frozenset({'Sisters', 'Twin', 'Ben', 'Sombogaart'})"
tt0322802,2002,6.6,Jackass: The Movie,Jeff Tremaine,Jackass: The Movie Jeff Tremaine,"frozenset({'Jackass:', 'Tremaine', 'The', 'Jeff', 'Movie'})"
tt0323013,2004,7.9,Lakshya,Farhan Akhtar,Lakshya Farhan Akhtar,"frozenset({'Farhan', 'Akhtar', 'Lakshya'})"
tt0323033,2004,5.8,Laws of Attraction,Peter Howitt,Laws of Attraction Peter Howitt,"frozenset({'of', 'Peter', 'Howitt', 'Attraction', 'Laws'})"
tt0323120,2006,6.3,Loving Annabelle,Katherine Brooks,Loving Annabelle Katherine Brooks,"frozenset({'Loving', 'Katherine', 'Annabelle', 'Brooks'})"
tt0323642,2003,6.1,Piglet's Big Movie,Francis Glebas,Piglet's Big Movie Francis Glebas,"frozenset({'Francis', 'Big', ""Piglet's"", 'Movie', 'Glebas'})"
tt0323872,2003,7.3,Kitchen Stories,Bent Hamer,Kitchen Stories Bent Hamer,"frozenset({'Bent', 'Hamer', 'Kitchen', 'Stories'})"
tt0323939,2003,6.3,Shade,Damian Nieman,Shade Damian Nieman,"frozenset({'Damian', 'Nieman', 'Shade'})"
tt0323944,2003,7.2,Shattered Glass,Billy Ray,Shattered Glass Billy Ray,"frozenset({'Glass', 'Shattered', 'Ray', 'Billy'})"
tt0323998,2003,6.9,Slim Susie,Ulf Malmros,Slim Susie Ulf Malmros,"frozenset({'Ulf', 'Susie', 'Slim', 'Malmros'})"
tt0324127,2004,5.8,Suspect Zero,E. Elias Merhige,Suspect Zero E. Elias Merhige,"frozenset({'Suspect', 'Zero', 'Elias', 'Merhige', 'E.'})"
tt0324133,2003,6.7,Swimming Pool,François Ozon,Swimming Pool François Ozon,"frozenset({'Swimming', 'François', 'Pool', 'Ozon'})"
tt0324197,2003,6.5,Time of the Wolf,Michael Haneke,Time of the Wolf Michael Haneke,"frozenset({'Michael', 'of', 'Time', 'Wolf', 'the', 'Haneke'})"
tt0324216,2003,6.2,The Texas Chainsaw Massacre,Marcus Nispel,The Texas Chainsaw Massacre Marcus Nispel,"frozenset({'Texas', 'Massacre', 'The', 'Chainsaw', 'Nispel', 'Marcus'})"
tt0324554,2004,6.9,Wicker Park,Paul McGuigan,Wicker Park Paul McGuigan,"frozenset({'Park', 'McGuigan', 'Paul', 'Wicker'})"
tt0325055,2003,6.3,Sylvia,Christine Jeffs,Sylvia Christine Jeffs,"frozenset({'Sylvia', 'Christine', 'Jeffs'})"
tt0325258,2003,5.5,Dickie Roberts: Former Child Star,Sam Weisman,Dickie Roberts: Former Child Star Sam Weisman,"frozenset({'Sam', 'Weisman', 'Star', 'Roberts:', 'Former', 'Dickie', 'Child'})"
tt0325596,2004,6.0,The I Inside,Roland Suso Richter,The I Inside Roland Suso Richter,"frozenset({'Inside', 'Suso', 'Richter', 'The', 'I', 'Roland'})"
tt0325655,2002,6.7,The Eye,Danny Pang Oxide Chun Pang,The Eye Danny Pang Oxide Chun Pang,"frozenset({'Eye', 'Chun', 'Oxide', 'Pang', 'Danny', 'The'})"
tt0325675,2004,7.8,Boats Out of Watermelon Rinds,Ahmet Uluçay,Boats Out of Watermelon Rinds Ahmet Uluçay,"frozenset({'Watermelon', 'Out', 'Uluçay', 'of', 'Rinds', 'Ahmet', 'Boats'})"
tt0325703,2003,5.5,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,Lara Croft Tomb Raider: The Cradle of Life Jan de Bont,"frozenset({'Cradle', 'Bont', 'Raider:', 'of', 'Jan', 'Tomb', 'Lara', 'Life', 'Croft', 'The', 'de'})"
tt0325710,2003,7.8,The Last Samurai,Edward Zwick,The Last Samurai Edward Zwick,"frozenset({'Zwick', 'Samurai', 'Last', 'Edward', 'The'})"
tt0325805,2003,7.3,Matchstick Men,Ridley Scott,Matchstick Men Ridley Scott,"frozenset({'Ridley', 'Scott', 'Matchstick', 'Men'})"
tt0325980,2003,8.1,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,Pirates of the Caribbean: The Curse of the Black Pearl Gore Verbinski,"frozenset({'Gore', 'of', 'Pirates', 'Pearl', 'The', 'Curse', 'Verbinski', 'Caribbean:', 'the', 'Black'})"
tt0326208,2003,7.1,Stander,Bronwen Hughes,Stander Bronwen Hughes,"frozenset({'Stander', 'Hughes', 'Bronwen'})"
tt0326429,2003,6.7,The Miracle of Bern,Sönke Wortmann,The Miracle of Bern Sönke Wortmann,"frozenset({'Sönke', 'Miracle', 'of', 'Bern', 'Wortmann', 'The'})"
tt0326769,2003,4.6,Biker Boyz,Reggie Rock Bythewood,Biker Boyz Reggie Rock Bythewood,"frozenset({'Boyz', 'Reggie', 'Rock', 'Biker', 'Bythewood'})"
tt0326835,2003,6.7,Dot the I,Matthew Parkhill,Dot the I Matthew Parkhill,"frozenset({'Matthew', 'Dot', 'I', 'the', 'Parkhill'})"
tt0326856,2004,4.8,Envy,Barry Levinson,Envy Barry Levinson,"frozenset({'Barry', 'Envy', 'Levinson'})"
tt0326905,2005,6.6,The Great Raid,John Dahl,The Great Raid John Dahl,"frozenset({'Dahl', 'Raid', 'Great', 'The', 'John'})"
tt0326977,2003,7.4,I'm Not Scared,Gabriele Salvatores,I'm Not Scared Gabriele Salvatores,"frozenset({'Salvatores', ""I'm"", 'Not', 'Scared', 'Gabriele'})"
tt0327056,2003,7.9,Mystic River,Clint Eastwood,Mystic River Clint Eastwood,"frozenset({'River', 'Mystic', 'Clint', 'Eastwood'})"
tt0327084,2006,6.7,Over the Hedge,Tim Johnson Karey Kirkpatrick,Over the Hedge Tim Johnson Karey Kirkpatrick,"frozenset({'Kirkpatrick', 'Karey', 'Tim', 'Johnson', 'Over', 'the', 'Hedge'})"
tt0327137,2003,7.5,Secondhand Lions,Tim McCanlies,Secondhand Lions Tim McCanlies,"frozenset({'Secondhand', 'Lions', 'McCanlies', 'Tim'})"
tt0327162,2004,5.3,The Stepford Wives,Frank Oz,The Stepford Wives Frank Oz,"frozenset({'Stepford', 'Oz', 'Frank', 'Wives', 'The'})"
tt0327247,2004,5.4,The Whole Ten Yards,Howard Deutch,The Whole Ten Yards Howard Deutch,"frozenset({'Deutch', 'Whole', 'Yards', 'Ten', 'The', 'Howard'})"
tt0327437,2004,5.8,Around the World in 80 Days,Frank Coraci,Around the World in 80 Days Frank Coraci,"frozenset({'Around', 'Frank', '80', 'World', 'Days', 'Coraci', 'in', 'the'})"
tt0327554,2004,3.4,Catwoman,Pitof,Catwoman Pitof,"frozenset({'Catwoman', 'Pitof'})"
tt0327597,2009,7.7,Coraline,Henry Selick,Coraline Henry Selick,"frozenset({'Selick', 'Henry', 'Coraline'})"
tt0327643,2005,3.5,Dirty Love,John Asher,Dirty Love John Asher,"frozenset({'Dirty', 'Asher', 'John', 'Love'})"
tt0327679,2004,6.3,Ella Enchanted,Tommy O'Haver,Ella Enchanted Tommy O'Haver,"frozenset({'Ella', 'Enchanted', 'Tommy', ""O'Haver""})"
tt0327850,2003,6.6,The Rundown,Peter Berg,The Rundown Peter Berg,"frozenset({'The', 'Berg', 'Rundown', 'Peter'})"
tt0327919,2003,7.1,I Am David,Paul Feig,I Am David Paul Feig,"frozenset({'Am', 'Paul', 'Feig', 'David', 'I'})"
tt0328099,2003,5.2,Malibu's Most Wanted,John Whitesell,Malibu's Most Wanted John Whitesell,"frozenset({'Whitesell', ""Malibu's"", 'Wanted', 'Most', 'John'})"
tt0328107,2004,7.7,Man on Fire,Tony Scott,Man on Fire Tony Scott,"frozenset({'Man', 'on', 'Scott', 'Tony', 'Fire'})"
tt0328538,2003,6.8,Thirteen,Catherine Hardwicke,Thirteen Catherine Hardwicke,"frozenset({'Catherine', 'Hardwicke', 'Thirteen'})"
tt0328589,2003,6.7,Under the Tuscan Sun,Audrey Wells,Under the Tuscan Sun Audrey Wells,"frozenset({'Audrey', 'Sun', 'Under', 'Wells', 'the', 'Tuscan'})"
tt0328828,2003,6.3,American Wedding,Jesse Dylan,American Wedding Jesse Dylan,"frozenset({'Dylan', 'American', 'Wedding', 'Jesse'})"
tt0328880,2003,6.8,Brother Bear,Aaron Blaise Robert Walker,Brother Bear Aaron Blaise Robert Walker,"frozenset({'Bear', 'Walker', 'Robert', 'Blaise', 'Aaron', 'Brother'})"
tt0328962,2002,6.9,Comedian,Christian Charles,Comedian Christian Charles,"frozenset({'Comedian', 'Christian', 'Charles'})"
tt0329028,2003,3.4,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,Dumb and Dumberer: When Harry Met Lloyd Troy Miller,"frozenset({'and', 'Miller', 'Harry', 'Dumb', 'Troy', 'Lloyd', 'Dumberer:', 'Met', 'When'})"
tt0329101,2003,5.7,Freddy vs. Jason,Ronny Yu,Freddy vs. Jason Ronny Yu,"frozenset({'Freddy', 'Ronny', 'vs.', 'Jason', 'Yu'})"
tt0329388,2003,7.3,Monsieur Ibrahim,François Dupeyron,Monsieur Ibrahim François Dupeyron,"frozenset({'Dupeyron', 'François', 'Monsieur', 'Ibrahim'})"
tt0329575,2003,7.3,Seabiscuit,Gary Ross,Seabiscuit Gary Ross,"frozenset({'Gary', 'Seabiscuit', 'Ross'})"
tt0329691,2004,4.1,Torque,Joseph Kahn,Torque Joseph Kahn,"frozenset({'Torque', 'Joseph', 'Kahn'})"
tt0329717,2003,5.3,Hollywood Homicide,Ron Shelton,Hollywood Homicide Ron Shelton,"frozenset({'Hollywood', 'Homicide', 'Shelton', 'Ron'})"
tt0329767,2002,6.8,Wilbur Wants to Kill Himself,Lone Scherfig,Wilbur Wants to Kill Himself Lone Scherfig,"frozenset({'to', 'Wilbur', 'Wants', 'Kill', 'Scherfig', 'Lone', 'Himself'})"
tt0329774,2005,4.4,xXx: State of the Union,Lee Tamahori,xXx: State of the Union Lee Tamahori,"frozenset({'Tamahori', 'Lee', 'Union', 'of', 'xXx:', 'State', 'the'})"
tt0330229,2002,7.5,Dolls,Takeshi Kitano,Dolls Takeshi Kitano,"frozenset({'Takeshi', 'Dolls', 'Kitano'})"
tt0330243,2002,8.1,Day of the Wacko,Marek Koterski,Day of the Wacko Marek Koterski,"frozenset({'of', 'Marek', 'Wacko', 'Day', 'the', 'Koterski'})"
tt0330373,2005,7.7,Harry Potter and the Goblet of Fire,Mike Newell,Harry Potter and the Goblet of Fire Mike Newell,"frozenset({'Mike', 'and', 'Harry', 'of', 'Potter', 'Newell', 'Goblet', 'Fire', 'the'})"
tt0330602,2003,6.7,Mambo Italiano,Émile Gaudreault,Mambo Italiano Émile Gaudreault,"frozenset({'Émile', 'Italiano', 'Mambo', 'Gaudreault'})"
tt0330793,2004,6.4,The Punisher,Jonathan Hensleigh,The Punisher Jonathan Hensleigh,"frozenset({'Jonathan', 'Hensleigh', 'The', 'Punisher'})"
tt0330843,2002,6.8,Saathiya,Shaad Ali,Saathiya Shaad Ali,"frozenset({'Saathiya', 'Shaad', 'Ali'})"
tt0330994,2000,1.5,Titanic: The Legend Goes On...,Camillo Teti,Titanic: The Legend Goes On... Camillo Teti,"frozenset({'On...', 'Camillo', 'Legend', 'Goes', 'The', 'Titanic:', 'Teti'})"
tt0331370,2004,7.1,Whisky,Juan Pablo Rebella Pablo Stoll,Whisky Juan Pablo Rebella Pablo Stoll,"frozenset({'Whisky', 'Stoll', 'Juan', 'Rebella', 'Pablo'})"
tt0331468,2003,5.0,Cold Creek Manor,Mike Figgis,Cold Creek Manor Mike Figgis,"frozenset({'Mike', 'Figgis', 'Cold', 'Manor', 'Creek'})"
tt0331632,2004,5.1,Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,Scooby-Doo 2: Monsters Unleashed Raja Gosnell,"frozenset({'Gosnell', 'Raja', 'Unleashed', 'Scooby-Doo', '2:', 'Monsters'})"
tt0331811,2003,7.1,11:14,Greg Marcks,11:14 Greg Marcks,"frozenset({'Greg', '11:14', 'Marcks'})"
tt0331933,2005,5.4,Man of the House,Stephen Herek,Man of the House Stephen Herek,"frozenset({'Man', 'House', 'of', 'Stephen', 'Herek', 'the'})"
tt0331952,2004,5.8,The Clearing,Pieter Jan Brugge,The Clearing Pieter Jan Brugge,"frozenset({'Brugge', 'Jan', 'Clearing', 'The', 'Pieter'})"
tt0332047,2005,6.2,Fever Pitch,Bobby Farrelly Peter Farrelly,Fever Pitch Bobby Farrelly Peter Farrelly,"frozenset({'Farrelly', 'Fever', 'Bobby', 'Peter', 'Pitch'})"
tt0332136,2004,7.0,If Only,Gil Junger,If Only Gil Junger,"frozenset({'Gil', 'Only', 'If', 'Junger'})"
tt0332280,2004,7.8,The Notebook,Nick Cassavetes,The Notebook Nick Cassavetes,"frozenset({'Cassavetes', 'The', 'Notebook', 'Nick'})"
tt0332375,2004,6.7,Saved!,Brian Dannelly,Saved! Brian Dannelly,"frozenset({'Brian', 'Saved!', 'Dannelly'})"
tt0332379,2003,7.2,School of Rock,Richard Linklater,School of Rock Richard Linklater,"frozenset({'Linklater', 'of', 'School', 'Richard', 'Rock'})"
tt0332452,2004,7.3,Troy,Wolfgang Petersen,Troy Wolfgang Petersen,"frozenset({'Troy', 'Petersen', 'Wolfgang'})"
tt0332658,2003,6.8,Intermission,John Crowley,Intermission John Crowley,"frozenset({'Intermission', 'Crowley', 'John'})"
tt0333780,2003,4.7,"Legally Blonde 2: Red, White & Blonde",Charles Herman-Wurmfeld,"Legally Blonde 2: Red, White & Blonde Charles Herman-Wurmfeld","frozenset({'Charles', 'Herman-Wurmfeld', 'White', '&', '2:', 'Legally', 'Red,', 'Blonde'})"
tt0334405,2002,7.6,Spellbound,Jeffrey Blitz,Spellbound Jeffrey Blitz,"frozenset({'Spellbound', 'Blitz', 'Jeffrey'})"
tt0334754,2002,7.1,Yossi & Jagger,Eytan Fox,Yossi & Jagger Eytan Fox,"frozenset({'Fox', 'Eytan', '&', 'Yossi', 'Jagger'})"
tt0335013,2003,6.2,The Company,Robert Altman,The Company Robert Altman,"frozenset({'The', 'Company', 'Robert', 'Altman'})"
tt0335119,2003,6.9,Girl with a Pearl Earring,Peter Webber,Girl with a Pearl Earring Peter Webber,"frozenset({'Pearl', 'Girl', 'Earring', 'Peter', 'Webber', 'with', 'a'})"
tt0335121,2004,4.8,Godsend,Frank M. Calo Nick Hamm,Godsend Frank M. Calo Nick Hamm,"frozenset({'M.', 'Frank', 'Godsend', 'Hamm', 'Calo', 'Nick'})"
tt0335245,2004,6.2,The Ladykillers,Ethan Coen Joel Coen,The Ladykillers Ethan Coen Joel Coen,"frozenset({'Joel', 'Ladykillers', 'The', 'Coen', 'Ethan'})"
tt0335266,2003,7.7,Lost in Translation,Sofia Coppola,Lost in Translation Sofia Coppola,"frozenset({'Sofia', 'Translation', 'Coppola', 'in', 'Lost'})"
tt0335345,2004,7.2,The Passion of the Christ,Mel Gibson,The Passion of the Christ Mel Gibson,"frozenset({'Mel', 'of', 'Passion', 'Gibson', 'The', 'the', 'Christ'})"
tt0335438,2004,6.1,Starsky & Hutch,Todd Phillips,Starsky & Hutch Todd Phillips,"frozenset({'Phillips', 'Hutch', '&', 'Todd', 'Starsky'})"
tt0335559,2004,5.6,Win a Date with Tad Hamilton!,Robert Luketic,Win a Date with Tad Hamilton! Robert Luketic,"frozenset({'Robert', 'Hamilton!', 'with', 'Luketic', 'Tad', 'Win', 'Date', 'a'})"
tt0335563,2003,6.5,Wonderland,James Cox,Wonderland James Cox,"frozenset({'Cox', 'Wonderland', 'James'})"
tt0337103,2004,5.9,Crimson Rivers 2: Angels of the Apocalypse,Olivier Dahan,Crimson Rivers 2: Angels of the Apocalypse Olivier Dahan,"frozenset({'Crimson', 'Apocalypse', 'of', 'Rivers', 'Angels', 'Dahan', '2:', 'Olivier', 'the'})"
tt0337563,2004,6.2,13 Going on 30,Gary Winick,13 Going on 30 Gary Winick,"frozenset({'on', '30', 'Going', 'Winick', '13', 'Gary'})"
tt0337573,2005,7.0,Antibodies,Christian Alvart,Antibodies Christian Alvart,"frozenset({'Antibodies', 'Alvart', 'Christian'})"
tt0337578,2003,7.4,Baghban,Ravi Chopra,Baghban Ravi Chopra,"frozenset({'Ravi', 'Baghban', 'Chopra'})"
tt0337579,2004,5.7,Barbershop 2: Back in Business,Kevin Rodney Sullivan,Barbershop 2: Back in Business Kevin Rodney Sullivan,"frozenset({'Sullivan', 'Barbershop', 'Business', 'Back', 'Rodney', '2:', 'Kevin', 'in'})"
tt0337592,2003,5.2,Love Don't Cost a Thing,Troy Byer,Love Don't Cost a Thing Troy Byer,"frozenset({'Thing', ""Don't"", 'Troy', 'Byer', 'Cost', 'Love', 'a'})"
tt0337692,2012,6.0,On the Road,Walter Salles,On the Road Walter Salles,"frozenset({'On', 'Salles', 'Road', 'Walter', 'the'})"
tt0337697,2004,5.8,The Prince and Me,Martha Coolidge,The Prince and Me Martha Coolidge,"frozenset({'and', 'Coolidge', 'Prince', 'The', 'Martha', 'Me'})"
tt0337711,2003,5.5,Rugrats Go Wild,John Eng Norton Virgien Priit Pärn,Rugrats Go Wild John Eng Norton Virgien Priit Pärn,"frozenset({'Go', 'Norton', 'Virgien', 'Wild', 'Rugrats', 'Priit', 'Pärn', 'Eng', 'John'})"
tt0337721,2003,7.3,The Snow Walker,Charles Martin Smith,The Snow Walker Charles Martin Smith,"frozenset({'Walker', 'Charles', 'Martin', 'The', 'Smith', 'Snow'})"
tt0337741,2003,6.7,Something's Gotta Give,Nancy Meyers,Something's Gotta Give Nancy Meyers,"frozenset({'Give', 'Gotta', 'Nancy', ""Something's"", 'Meyers'})"
tt0337876,2004,6.2,Birth,Jonathan Glazer,Birth Jonathan Glazer,"frozenset({'Jonathan', 'Birth', 'Glazer'})"
tt0337909,2003,6.9,Calendar Girls,Nigel Cole,Calendar Girls Nigel Cole,"frozenset({'Girls', 'Calendar', 'Nigel', 'Cole'})"
tt0337917,2004,5.2,Catch That Kid,Bart Freundlich,Catch That Kid Bart Freundlich,"frozenset({'Bart', 'Catch', 'Kid', 'Freundlich', 'That'})"
tt0337921,2004,6.5,Cellular,David R. Ellis,Cellular David R. Ellis,"frozenset({'Cellular', 'R.', 'David', 'Ellis'})"
tt0337978,2007,7.1,Live Free or Die Hard,Len Wiseman,Live Free or Die Hard Len Wiseman,"frozenset({'Wiseman', 'or', 'Len', 'Live', 'Free', 'Hard', 'Die'})"
tt0338013,2004,8.3,Eternal Sunshine of the Spotless Mind,Michel Gondry,Eternal Sunshine of the Spotless Mind Michel Gondry,"frozenset({'Sunshine', 'of', 'Michel', 'Gondry', 'Spotless', 'Mind', 'Eternal', 'the'})"
tt0338077,2003,5.9,Grind,Casey La Scala,Grind Casey La Scala,"frozenset({'Scala', 'Casey', 'Grind', 'La'})"
tt0338094,2003,5.1,The Haunted Mansion,Rob Minkoff,The Haunted Mansion Rob Minkoff,"frozenset({'Mansion', 'The', 'Rob', 'Haunted', 'Minkoff'})"
tt0338095,2003,6.7,High Tension,Alexandre Aja,High Tension Alexandre Aja,"frozenset({'Tension', 'Aja', 'High', 'Alexandre'})"
tt0338096,2004,5.9,Dirty Dancing: Havana Nights,Guy Ferland,Dirty Dancing: Havana Nights Guy Ferland,"frozenset({'Dirty', 'Dancing:', 'Ferland', 'Nights', 'Guy', 'Havana'})"
tt0338097,2004,6.5,Head in the Clouds,John Duigan,Head in the Clouds John Duigan,"frozenset({'Duigan', 'John', 'Head', 'Clouds', 'in', 'the'})"
tt0338135,2003,7.5,The Barbarian Invasions,Denys Arcand,The Barbarian Invasions Denys Arcand,"frozenset({'Denys', 'Arcand', 'Barbarian', 'The', 'Invasions'})"
tt0338188,2003,6.5,The Missing,Ron Howard,The Missing Ron Howard,"frozenset({'The', 'Howard', 'Missing', 'Ron'})"
tt0338216,2007,5.9,Lucky You,Curtis Hanson,Lucky You Curtis Hanson,"frozenset({'Hanson', 'Lucky', 'You', 'Curtis'})"
tt0338309,2003,7.7,Evil,Mikael Håfström,Evil Mikael Håfström,"frozenset({'Mikael', 'Evil', 'Håfström'})"
tt0338325,2004,5.7,Paparazzi,Paul Abascal,Paparazzi Paul Abascal,"frozenset({'Paparazzi', 'Abascal', 'Paul'})"
tt0338337,2003,6.3,Paycheck,John Woo,Paycheck John Woo,"frozenset({'John', 'Paycheck', 'Woo'})"
tt0338348,2004,6.6,The Polar Express,Robert Zemeckis,The Polar Express Robert Zemeckis,"frozenset({'Zemeckis', 'Express', 'Robert', 'The', 'Polar'})"
tt0338427,2005,6.3,Shopgirl,Anand Tucker,Shopgirl Anand Tucker,"frozenset({'Shopgirl', 'Tucker', 'Anand'})"
tt0338459,2003,4.3,Spy Kids 3: Game Over,Robert Rodriguez,Spy Kids 3: Game Over Robert Rodriguez,"frozenset({'Spy', '3:', 'Game', 'Robert', 'Rodriguez', 'Over', 'Kids'})"
tt0338466,2003,5.8,Stuck on You,Bobby Farrelly Peter Farrelly,Stuck on You Bobby Farrelly Peter Farrelly,"frozenset({'Farrelly', 'on', 'You', 'Bobby', 'Peter', 'Stuck'})"
tt0338512,2004,7.0,Two Brothers,Jean-Jacques Annaud,Two Brothers Jean-Jacques Annaud,"frozenset({'Jean-Jacques', 'Two', 'Brothers', 'Annaud'})"
tt0338526,2004,6.0,Van Helsing,Stephen Sommers,Van Helsing Stephen Sommers,"frozenset({'Stephen', 'Sommers', 'Helsing', 'Van'})"
tt0338564,2002,8.0,Infernal Affairs,Andrew Lau Alan Mak,Infernal Affairs Andrew Lau Alan Mak,"frozenset({'Affairs', 'Lau', 'Andrew', 'Alan', 'Mak', 'Infernal'})"
tt0338751,2004,7.5,The Aviator,Martin Scorsese,The Aviator Martin Scorsese,"frozenset({'Scorsese', 'The', 'Aviator', 'Martin'})"
tt0338763,2003,4.6,Battle Royale II,Kenta Fukasaku Kinji Fukasaku,Battle Royale II Kenta Fukasaku Kinji Fukasaku,"frozenset({'Battle', 'Fukasaku', 'Kinji', 'Royale', 'Kenta', 'II'})"
tt0339034,2003,1.9,From Justin to Kelly,Robert Iscove,From Justin to Kelly Robert Iscove,"frozenset({'to', 'Kelly', 'Robert', 'Justin', 'From', 'Iscove'})"
tt0339135,2003,6.1,In Hell,Ringo Lam,In Hell Ringo Lam,"frozenset({'In', 'Hell', 'Ringo', 'Lam'})"
tt0339147,2004,5.6,Highwaymen,Robert Harmon,Highwaymen Robert Harmon,"frozenset({'Harmon', 'Robert', 'Highwaymen'})"
tt0339230,2003,6.7,Kopps,Josef Fares,Kopps Josef Fares,"frozenset({'Josef', 'Kopps', 'Fares'})"
tt0339291,2004,6.8,A Series of Unfortunate Events,Brad Silberling,A Series of Unfortunate Events Brad Silberling,"frozenset({'of', 'Silberling', 'Series', 'Events', 'Brad', 'A', 'Unfortunate'})"
tt0339412,2004,5.6,Mr. 3000,Charles Stone III,Mr. 3000 Charles Stone III,"frozenset({'Charles', 'Mr.', 'III', '3000', 'Stone'})"
tt0339535,2003,8.4,The Professional,Dusan Kovacevic,The Professional Dusan Kovacevic,"frozenset({'Kovacevic', 'The', 'Dusan', 'Professional'})"
tt0339579,2002,6.4,Returner,Takashi Yamazaki,Returner Takashi Yamazaki,"frozenset({'Returner', 'Yamazaki', 'Takashi'})"
tt0339840,2003,5.4,Undead,Michael Spierig Peter Spierig,Undead Michael Spierig Peter Spierig,"frozenset({'Peter', 'Michael', 'Undead', 'Spierig'})"
tt0340012,2004,7.0,Being Julia,István Szabó,Being Julia István Szabó,"frozenset({'Being', 'István', 'Szabó', 'Julia'})"
tt0340163,2005,6.5,Hostage,Florent-Emilio Siri,Hostage Florent-Emilio Siri,"frozenset({'Siri', 'Hostage', 'Florent-Emilio'})"
tt0340377,2003,7.6,The Station Agent,Tom McCarthy,The Station Agent Tom McCarthy,"frozenset({'Agent', 'The', 'Station', 'Tom', 'McCarthy'})"
tt0340468,2002,7.8,Bus 174,José Padilha Felipe Lacerda,Bus 174 José Padilha Felipe Lacerda,"frozenset({'174', 'José', 'Felipe', 'Padilha', 'Lacerda', 'Bus'})"
tt0340855,2003,7.3,Monster,Patty Jenkins,Monster Patty Jenkins,"frozenset({'Patty', 'Monster', 'Jenkins'})"
