level_0,index,tconst,startYear_x,runtimeMinutes_x,genres_x,averageRating,numVotes,primaryTitle,genres,startYear_st,runtimeMinutes_st,averageRating_st,numVotes_st,genre_clean,action,adult,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,fi,history,horror,music,musical,mystery,news,reality,romance,sci,sport,thriller,tv,war,western
2224,47054,tt0089960,1985,105,Drama,7.7,11554.0,Vagabond,Drama,0.6542056074766336,0.11516314779270632,0.7701149425287358,0.0020930279892080717,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,47055,tt0089961,1985,107,"Adventure,Family,Fantasy",6.2,13557.0,Santa Claus: The Movie,Adventure,0.6542056074766336,0.11900191938579653,0.5977011494252875,0.0028479955855314587,"Adventure , Family , Fantasy",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,47064,tt0089981,1985,90,"Comedy,Romance",6.5,7357.0,Secret Admirer,Comedy,0.6542056074766336,0.08637236084452975,0.6321839080459771,0.0005111013782398968,"Comedy , Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2227,47084,tt0090015,1985,566,"Documentary,History,War",8.7,9576.0,Shoah,Documentary,0.6542056074766336,1.0,0.8850574712643678,0.0013474833533979572,"Documentary , History , War",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2228,47086,tt0090021,1985,95,Horror,6.4,28436.0,Silver Bullet,Horror,0.6542056074766336,0.09596928982725526,0.6206896551724139,0.008456164764610677,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2229,47087,tt0090022,1985,133,"Action,Crime,Drama",7.2,44982.0,Silverado,Action,0.6542056074766336,0.16890595009596926,0.7126436781609197,0.0146926569507149,"Action , Crime , Drama",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,47107,tt0090056,1985,102,"Adventure,Comedy",6.4,50123.0,Spies Like Us,Adventure,0.6542056074766336,0.10940499040307101,0.6206896551724139,0.016630394550664243,"Adventure , Comedy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,47110,tt0090060,1985,110,"Drama,Romance",6.3,42831.0,St. Elmo's Fire,Drama,0.6542056074766336,0.12476007677543187,0.6091954022988506,0.013881905428152942,"Drama , Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2232,47125,tt0090094,1985,87,"Comedy,Horror,Sci-Fi",5.9,16712.0,The Stuff,Comedy,0.6542056074766336,0.08061420345489444,0.5632183908045978,0.004037173202306439,"Comedy , Horror , Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2233,47126,tt0090095,1985,104,Thriller,6.5,15379.0,Subway,Thriller,0.6542056074766336,0.11324376199616122,0.6321839080459771,0.003534740947738753,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2234,47128,tt0090098,1985,87,Comedy,6.2,16728.0,Summer Rental,Comedy,0.6542056074766336,0.08061420345489444,0.5977011494252875,0.004043203897034933,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,47131,tt0090103,1985,100,"Comedy,Drama,Romance",7.0,20992.0,The Sure Thing,Comedy,0.6542056074766336,0.10556621880998081,0.6896551724137933,0.005650384042178679,"Comedy , Drama , Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2236,47139,tt0090115,1985,91,Comedy,6.6,6642.0,Snowroller - Sällskapsresan II,Comedy,0.6542056074766336,0.08829174664107485,0.6436781609195403,0.00024160470756030535,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,47153,tt0090142,1985,91,"Comedy,Fantasy,Romance",6.1,54389.0,Teen Wolf,Comedy,0.6542056074766336,0.08829174664107485,0.5862068965517242,0.01823832853264905,"Comedy , Fantasy , Romance",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2238,47172,tt0090180,1985,116,"Action,Crime,Drama",7.3,34214.0,To Live and Die in L.A.,Action,0.6542056074766336,0.1362763915547025,0.7241379310344829,0.0106339993984382,"Action , Crime , Drama",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,47179,tt0090190,1984,82,"Action,Comedy,Horror",6.2,29277.0,The Toxic Avenger,Action,0.6448598130841106,0.07101727447216889,0.5977011494252875,0.008773153156277162,"Action , Comedy , Horror",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2240,47180,tt0090192,1984,76,"Action,Sci-Fi",6.0,6735.0,Trancers,Action,0.6448598130841106,0.05950095969289827,0.574712643678161,0.0002766581206696786,"Action , Sci-Fi",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2241,47183,tt0090196,1985,93,"Comedy,Fantasy,Horror",4.9,7865.0,Transylvania 6-5000,Comedy,0.6542056074766336,0.09213051823416506,0.4482758620689656,0.0007025759358695923,"Comedy , Fantasy , Horror",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2242,47221,tt0090248,1985,80,"Action,Animation,Fantasy",7.1,16051.0,Vampire Hunter D,Action,0.6542056074766336,0.06717850287907869,0.7011494252873564,0.003788030126335516,"Action , Animation , Fantasy",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,47234,tt0090264,1985,131,"Action,Adventure,Thriller",6.3,98729.0,A View to a Kill,Action,0.6542056074766336,0.16506717850287905,0.6091954022988506,0.034950891298989026,"Action , Adventure , Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2244,47239,tt0090270,1985,107,"Drama,Romance,Sport",6.6,9087.0,Vision Quest,Drama,0.6542056074766336,0.11900191938579653,0.6436781609195403,0.0011631702457583488,"Drama , Romance , Sport",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2245,47242,tt0090274,1985,107,"Adventure,Comedy",5.5,9764.0,Volunteers,Adventure,0.6542056074766336,0.11900191938579653,0.517241379310345,0.001418344016457766,"Adventure , Comedy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,47264,tt0090305,1985,94,"Comedy,Romance,Sci-Fi",6.6,89913.0,Weird Science,Comedy,0.6542056074766336,0.09404990403071016,0.6436781609195403,0.03162797850358864,"Comedy , Romance , Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2247,47271,tt0090315,1986,84,"Animation,Comedy,Drama",7.7,11331.0,When the Wind Blows,Animation,0.6635514018691566,0.07485604606525913,0.7701149425287358,0.002008975181429682,"Animation , Comedy , Drama",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,47274,tt0090319,1985,136,"Drama,Music",6.6,7551.0,White Nights,Drama,0.6542056074766336,0.17466410748560457,0.6436781609195403,0.0005842235518228908,"Drama , Music",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2249,47279,tt0090327,1986,98,"Horror,Mystery,Thriller",5.6,7321.0,Witchboard,Horror,0.6635514018691566,0.1017274472168906,0.5287356321839081,0.0004975323151007842,"Horror , Mystery , Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2250,47280,tt0090329,1985,112,"Drama,Romance,Thriller",7.4,96022.0,Witness,Drama,0.6542056074766336,0.1285988483685221,0.7356321839080462,0.03393057313461189,"Drama , Romance , Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2251,47292,tt0090350,1985,134,"Action,Crime,Drama",6.8,16226.0,Year of the Dragon,Action,0.6542056074766336,0.17082533589251436,0.6666666666666667,0.003853990849928423,"Action , Crime , Drama",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,47299,tt0090357,1985,109,"Adventure,Fantasy,Mystery",6.8,21551.0,Young Sherlock Holmes,Adventure,0.6542056074766336,0.12284069097888677,0.6666666666666667,0.00586108143925545,"Adventure , Fantasy , Mystery",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2253,47307,tt0090366,1985,115,"Comedy,Drama",7.2,7071.0,A Zed & Two Noughts,Comedy,0.6542056074766336,0.1343570057581574,0.7126436781609197,0.00040330270996805995,"Comedy , Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,47324,tt0090555,1986,97,"Action,Adventure,Comedy",6.6,106203.0,Crocodile Dundee,Action,0.6635514018691566,0.0998080614203455,0.6436781609195403,0.03776797957403695,"Action , Adventure , Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,47330,tt0090563,1986,185,"Drama,Romance",7.3,21701.0,Betty Blue,Drama,0.6635514018691566,0.26871401151631474,0.7241379310344829,0.005917619202335085,"Drama , Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2256,47334,tt0090567,1986,110,"Crime,Drama,Thriller",6.4,6265.0,52 Pick-Up,Crime,0.6635514018691566,0.12476007677543187,0.6206896551724139,9.950646302015701e-05,"Crime , Drama , Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2257,47336,tt0090570,1987,100,"Biography,Drama,Romance",7.4,10298.0,84 Charing Cross Road,Biography,0.6728971962616797,0.10556621880998081,0.7356321839080462,0.0016196184530212652,"Biography , Drama , Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2258,47347,tt0090583,1986,113,"Comedy,Drama,Romance",6.2,16289.0,About Last Night,Comedy,0.6635514018691566,0.1305182341650672,0.5977011494252875,0.00387773671042187,"Comedy , Drama , Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2259,47358,tt0090605,1986,137,"Action,Adventure,Sci-Fi",8.4,715090.0,Aliens,Action,0.6635514018691566,0.17658349328214967,0.8505747126436783,0.2672687058958333,"Action , Adventure , Sci-Fi",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2260,47373,tt0090633,1986,80,"Adventure,Animation,Comedy",6.9,54137.0,An American Tail,Adventure,0.6635514018691566,0.06717850287907869,0.6781609195402301,0.018143345090675264,"Adventure , Animation , Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,47384,tt0090655,1986,89,"Horror,Mystery",6.1,16973.0,April Fool's Day,Horror,0.6635514018691566,0.08445297504798464,0.5862068965517242,0.004135548910065004,"Horror , Mystery",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2262,47388,tt0090660,1986,88,"Action,Comedy,Crime",5.7,11890.0,Armed and Dangerous,Action,0.6635514018691566,0.08253358925143954,0.5402298850574714,0.002219672578506453,"Action , Comedy , Crime",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,47391,tt0090667,1986,79,"Adventure,Animation,Comedy",7.1,11765.0,Asterix in Britain,Adventure,0.6635514018691566,0.06525911708253358,0.7011494252873564,0.0021725577759400907,"Adventure , Animation , Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,47393,tt0090670,1986,111,"Crime,Drama",6.9,16232.0,At Close Range,Crime,0.6635514018691566,0.126679462571977,0.6781609195402301,0.0038562523604516083,"Crime , Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,47402,tt0090685,1986,96,"Comedy,Romance,Sport",6.6,33166.0,Back to School,Comedy,0.6635514018691566,0.0978886756238004,0.6436781609195403,0.01023898889372182,"Comedy , Romance , Sport",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2266,47422,tt0090713,1986,104,"Comedy,Drama,Sport",6.0,7591.0,The Best of Times,Comedy,0.6635514018691566,0.11324376199616122,0.574712643678161,0.0005993002886441265,"Comedy , Drama , Sport",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2267,47429,tt0090728,1986,99,"Action,Adventure,Comedy",7.2,141666.0,Big Trouble in Little China,Action,0.6635514018691566,0.1036468330134357,0.7126436781609197,0.051134637521324154,"Action , Adventure , Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,47434,tt0090735,1986,100,"Action,Crime,Thriller",5.5,6041.0,Black Moon Rising,Action,0.6635514018691566,0.10556621880998081,0.517241379310345,1.5076736821236121e-05,"Action , Crime , Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2269,47437,tt0090738,1987,102,"Crime,Drama,Thriller",6.4,10093.0,Black Widow,Crime,0.6728971962616797,0.10940499040307101,0.6206896551724139,0.001542350176812431,"Crime , Drama , Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2270,47445,tt0090756,1986,120,"Crime,Drama,Mystery",7.7,199982.0,Blue Velvet,Crime,0.6635514018691566,0.14395393474088292,0.7701149425287358,0.07311501213300396,"Crime , Drama , Mystery",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
