,tconst,tomatometer_rating
9523,tt0884842,89.0
9524,tt1230130,82.0
9525,tt1992193,65.0
9526,tt1587310,54.0
9527,tt0071913,38.0
9528,tt7846056,88.0
9529,tt0084489,73.0
9530,tt0096244,52.0
9531,tt0119934,79.0
9532,tt0384814,35.0
9533,tt0196106,20.0
9534,tt0367088,17.0
9535,tt0088757,33.0
9536,tt0075704,50.0
9537,tt0043456,95.0
9538,tt0051758,93.0
9539,tt0039211,83.0
9540,tt0041859,78.0
9541,tt0079945,41.0
9542,tt0049778,83.0
9543,tt0056626,43.0
9544,tt0046963,100.0
9545,tt0066769,67.0
9546,tt0059742,83.0
9547,tt0045679,83.0
9548,tt0057129,88.0
9549,tt0060934,89.0
9550,tt0023926,80.0
9551,tt0027698,62.0
9552,tt0032943,100.0
9553,tt0029222,100.0
9554,tt0041507,64.0
9555,tt0161081,46.0
9556,tt0081698,77.0
9557,tt0096874,66.0
9558,tt1907668,78.0
9559,tt0162222,88.0
9560,tt0096438,97.0
9561,tt0088763,96.0
9562,tt0099088,80.0
9563,tt0088011,85.0
9564,tt0338348,56.0
9565,tt0118884,66.0
9566,tt3640424,60.0
9567,tt3488710,83.0
9568,tt0442933,71.0
9569,tt0109830,71.0
9570,tt0104070,54.0
9571,tt3289724,34.0
9572,tt1980959,0.0
9573,tt1703125,9.0
9574,tt2855026,76.0
9575,tt8747596,87.0
9576,tt6659936,100.0
9577,tt4807408,53.0
9578,tt0378661,78.0
9579,tt2991092,89.0
9580,tt0323808,27.0
9581,tt0070917,89.0
9582,tt1557720,92.0
9583,tt7149730,18.0
9584,tt5195412,72.0
9585,tt0866437,66.0
9586,tt0106375,23.0
9587,tt0097637,22.0
9588,tt0090142,42.0
9589,tt0103007,0.0
9590,tt0465436,41.0
9591,tt0080016,100.0
9592,tt1073241,82.0
9593,tt0416185,60.0
9594,tt0158583,46.0
9595,tt0272020,52.0
9596,tt0208874,76.0
9597,tt3833480,92.0
9598,tt0999913,42.0
9599,tt0384683,45.0
9600,tt0138510,15.0
9601,tt0110329,0.0
9602,tt1864288,82.0
9603,tt3317522,67.0
9604,tt2085910,94.0
9605,tt2049559,71.0
9606,tt0306597,77.0
9607,tt0809439,43.0
9608,tt1748179,30.0
9609,tt0420015,75.0
9610,tt0449487,19.0
9611,tt1602098,56.0
9612,tt0210358,74.0
9613,tt1121977,78.0
9614,tt2568472,60.0
9615,tt0110265,36.0
9616,tt7248248,10.0
9617,tt0292644,43.0
9618,tt0119630,19.0
9619,tt0185183,3.0
9620,tt0052655,71.0
9621,tt0061189,63.0
9622,tt0057128,75.0
9623,tt0062395,39.0
9624,tt0056552,71.0
9625,tt0067658,50.0
9626,tt0062301,89.0
9627,tt0054033,92.0
9628,tt2402157,35.0
9629,tt0093640,91.0
9630,tt0114508,43.0
9631,tt0109890,32.0
9632,tt0118928,26.0
9633,tt0200465,79.0
9634,tt0292506,43.0
9635,tt0105813,44.0
9636,tt0412080,82.0
9637,tt0146309,83.0
9638,tt0083096,100.0
9639,tt0086993,74.0
9640,tt0094889,7.0
9641,tt1214962,28.0
9642,tt0902348,60.0
9643,tt0132213,83.0
9644,tt0095629,40.0
9645,tt0139134,54.0
9646,tt0492389,7.0
9647,tt0997047,12.0
9648,tt0433400,43.0
9649,tt9860728,65.0
9650,tt0253867,27.0
9651,tt0489327,88.0
9652,tt0264472,77.0
9653,tt0125439,83.0
9654,tt1126618,55.0
9655,tt1477855,37.0
9656,tt4411596,76.0
9657,tt0375735,59.0
9658,tt0120370,86.0
9659,tt1196672,64.0
9660,tt1874513,100.0
9661,tt3917210,94.0
9662,tt3606888,77.0
9663,tt0105477,7.0
9664,tt0090713,31.0
9665,tt0086510,90.0
9666,tt0889588,31.0
9667,tt0120347,57.0
9668,tt0099005,13.0
9669,tt0216216,40.0
9670,tt0062711,72.0
9671,tt0092559,38.0
9672,tt0067610,8.0
9673,tt0094021,14.0
9674,tt0087589,71.0
9675,tt1618430,50.0
9676,tt1562859,38.0
9677,tt2112124,50.0
9678,tt1728986,71.0
9679,tt0319262,44.0
9680,tt0116629,67.0
9681,tt0105698,33.0
9682,tt0111282,53.0
9683,tt0120685,15.0
9684,tt1190080,39.0
9685,tt0187393,61.0
9686,tt1521197,45.0
9687,tt3018070,9.0
9688,tt2334879,52.0
9689,tt1628841,30.0
9690,tt0091530,64.0
9691,tt0119219,29.0
9692,tt2249081,52.0
9693,tt1321869,8.0
9694,tt0190861,31.0
9695,tt0374563,9.0
9696,tt0114345,13.0
9697,tt0097336,47.0
9698,tt1316616,12.0
9699,tt0087553,93.0
9700,tt0325596,43.0
9701,tt0020668,64.0
9702,tt0338706,53.0
9703,tt0117422,80.0
9704,tt0106341,100.0
9705,tt0478216,56.0
9706,tt2044729,16.0
9707,tt0254199,66.0
9708,tt0071315,99.0
9709,tt1692486,70.0
9710,tt0056291,100.0
9711,tt0142688,43.0
9712,tt0109579,82.0
9713,tt0095174,76.0
9714,tt0253474,95.0
9715,tt0067372,86.0
9716,tt0059646,95.0
9717,tt0080009,81.0
9718,tt0104779,65.0
9719,tt2406252,88.0
9720,tt0063522,96.0
9721,tt0380599,61.0
9722,tt8332802,69.0
9723,tt5265898,64.0
9724,tt1253596,0.0
9725,tt0770802,76.0
9726,tt0103767,81.0
9727,tt2531318,96.0
9728,tt0382625,26.0
9729,tt0268978,74.0
9730,tt0117438,75.0
9731,tt0091159,33.0
9732,tt6964076,87.0
9733,tt0808151,37.0
9734,tt0352248,80.0
9735,tt0084412,92.0
9736,tt3778644,70.0
9737,tt1390411,43.0
9738,tt1979320,88.0
9739,tt0110771,88.0
9740,tt0098067,91.0
9741,tt0870111,93.0
9742,tt2366572,58.0
9743,tt0338188,58.0
9744,tt9735350,92.0
9745,tt1578275,25.0
9746,tt0096446,51.0
9747,tt3062096,23.0
9748,tt0088161,
9749,tt0104231,50.0
9750,tt0112384,96.0
9751,tt1657510,29.0
9752,tt0214730,75.0
9753,tt0366522,59.0
9754,tt1339111,100.0
9755,tt2131523,85.0
9756,tt0095903,14.0
9757,tt5687270,30.0
9758,tt5721088,4.0
9759,tt0105812,76.0
9760,tt0094812,97.0
9761,tt0329717,30.0
9762,tt0279331,59.0
9763,tt0109450,65.0
9764,tt0117918,71.0
9765,tt0196857,11.0
9766,tt0096943,73.0
9767,tt0101587,90.0
9768,tt0180052,4.0
9769,tt0426615,13.0
9770,tt0120751,54.0
9771,tt0100814,86.0
9772,tt0051739,88.0
9773,tt0080889,73.0
9774,tt0066344,74.0
9775,tt0071935,64.0
9776,tt0079550,5.0
9777,tt0054412,75.0
9778,tt0144120,46.0
9779,tt0329101,41.0
9780,tt0912585,100.0
9781,tt3279124,95.0
9782,tt6333092,77.0
9783,tt0126810,69.0
9784,tt0256359,50.0
9785,tt0275182,63.0
9786,tt0097136,25.0
9787,tt1671513,71.0
9788,tt5885106,38.0
9789,tt8972556,44.0
9790,tt3318750,48.0
9791,tt3797868,11.0
9792,tt0372806,86.0
9793,tt0960770,25.0
9794,tt3448854,100.0
9795,tt0024481,90.0
9796,tt0050972,100.0
9797,tt0022835,90.0
9798,tt0033405,100.0
9799,tt0032762,91.0
9800,tt2866708,54.0
9801,tt1233192,51.0
9802,tt1726592,37.0
9803,tt0382810,90.0
9804,tt0098206,39.0
9805,tt0108238,17.0
9806,tt0375104,26.0
9807,tt0104346,31.0
9808,tt0133985,0.0
9809,tt0037576,100.0
9810,tt0031951,95.0
9811,tt7083526,63.0
9812,tt7942746,66.0
9813,tt0043880,100.0
9814,tt0034303,89.0
9815,tt0051994,100.0
9816,tt0044557,100.0
9817,tt0035899,25.0
9818,tt0896529,81.0
9819,tt2691734,19.0
9820,tt1844203,17.0
9821,tt1270797,30.0
9822,tt1560220,68.0
9823,tt1156398,89.0
9824,tt1321870,31.0
9825,tt1622547,45.0
9826,tt4995790,85.0
9827,tt2121382,94.0
9828,tt10062614,60.0
9829,tt0044207,78.0
9830,tt0090196,18.0
9831,tt7689926,90.0
9832,tt1441940,63.0
9833,tt0078935,65.0
9834,tt1104814,70.0
9835,tt2273657,45.0
9836,tt7549996,82.0
9837,tt5634088,64.0
9838,tt1176727,78.0
9839,tt1735898,49.0
9840,tt1219827,43.0
9841,tt0145531,22.0
9842,tt0432291,4.0
9843,tt0109287,9.0
9844,tt2039393,43.0
9845,tt5968394,43.0
9846,tt1318514,82.0
9847,tt0961728,64.0
9848,tt0059170,70.0
9849,tt0065466,75.0
9850,tt0238627,0.0
9851,tt5457078,86.0
9852,tt0111143,35.0
9853,tt0432021,24.0
9854,tt0091203,69.0
9855,tt3266948,0.0
9856,tt6423362,51.0
9857,tt1907731,41.0
9858,tt1691916,65.0
9859,tt6710826,71.0
9860,tt2334649,94.0
9861,tt3076658,95.0
9862,tt1825683,96.0
9863,tt5758802,25.0
9864,tt0468489,90.0
9865,tt2366608,31.0
9866,tt5580392,60.0
9867,tt0840322,29.0
9868,tt1594917,9.0
9869,tt0373283,66.0
9870,tt8315704,100.0
9871,tt2759372,88.0
9872,tt1322264,64.0
9873,tt7012864,91.0
9874,tt0402743,67.0
9875,tt0814331,55.0
9876,tt0380420,32.0
9877,tt2505938,85.0
9878,tt2450258,91.0
9879,tt0181530,65.0
9880,tt0104507,72.0
9881,tt0304790,40.0
9882,tt2494362,90.0
9883,tt5657856,91.0
9884,tt6491178,76.0
9885,tt0976247,0.0
9886,tt1772422,0.0
9887,tt3266284,0.0
9888,tt0975645,60.0
9889,tt4209900,91.0
9890,tt10243678,17.0
9891,tt2943992,80.0
9892,tt4939156,42.0
9893,tt1876451,56.0
9894,tt1640484,58.0
9895,tt5264178,70.0
9896,tt0210567,16.0
9897,tt0107756,84.0
9898,tt5814592,82.0
9899,tt2115295,78.0
9900,tt0392908,42.0
9901,tt0756725,67.0
9902,tt6676028,60.0
9903,tt2965412,42.0
9904,tt8451712,69.0
9905,tt8936646,66.0
9906,tt0265171,67.0
9907,tt0327920,88.0
9908,tt1719071,46.0
9909,tt6205872,74.0
9910,tt8752474,100.0
9911,tt7167630,73.0
9912,tt4853102,40.0
9913,tt6556890,45.0
9914,tt1074638,92.0
9915,tt0169547,87.0
9916,tt2379713,63.0
9917,tt0418763,61.0
9918,tt0959337,67.0
9919,tt1176740,68.0
9920,tt8579674,89.0
9921,tt0257044,81.0
9922,tt0122906,60.0
9923,tt2011159,12.0
9924,tt0075249,10.0
9925,tt0065446,93.0
9926,tt0068638,86.0
9927,tt0074695,75.0
9928,tt0073240,50.0
9929,tt0077369,43.0
9930,tt0056412,93.0
9931,tt0070518,86.0
9932,tt0059418,97.0
9933,tt0065214,90.0
9934,tt0086058,39.0
9935,tt0101004,33.0
9936,tt0119152,44.0
9937,tt0145487,90.0
9938,tt0114214,59.0
9939,tt0316654,93.0
9940,tt0120324,90.0
9941,tt0413300,62.0
9942,tt0219699,57.0
9943,tt0126916,46.0
9944,tt1127180,92.0
9945,tt0083907,95.0
9946,tt0099365,84.0
9947,tt0106308,73.0
9948,tt1623205,57.0
9949,tt0108135,38.0
9950,tt2322441,25.0
9951,tt1266029,80.0
9952,tt0427543,27.0
9953,tt0076716,60.0
9954,tt0161083,10.0
9955,tt0325258,22.0
9956,tt0119190,56.0
9957,tt0129280,27.0
9958,tt0109520,20.0
9959,tt0032671,80.0
9960,tt0026778,98.0
9961,tt0033533,100.0
9962,tt0032881,86.0
9963,tt0034946,100.0
9964,tt0035896,71.0
9965,tt0028772,94.0
9966,tt0041928,86.0
9967,tt0035211,93.0
9968,tt0031385,82.0
9969,tt7335104,95.0
9970,tt4161932,71.0
9971,tt5791098,90.0
9972,tt1179056,15.0
9973,tt0084899,92.0
9974,tt0058390,93.0
9975,tt0080437,90.0
9976,tt0057495,95.0
9977,tt0052713,83.0
9978,tt0043540,100.0
9979,tt0044072,100.0
9980,tt1018785,66.0
9981,tt1407061,46.0
9982,tt0437777,61.0
9983,tt0278102,89.0
9984,tt7472352,100.0
9985,tt0263725,67.0
9986,tt0120687,65.0
9987,tt1838603,31.0
9988,tt1012729,44.0
9989,tt0175159,70.0
9990,tt0472175,36.0
9991,tt0238936,89.0
9992,tt0375611,67.0
9993,tt0758053,38.0
9994,tt1438298,67.0
9995,tt2141739,91.0
9996,tt0870195,49.0
9997,tt6952960,91.0
9998,tt3125220,54.0
9999,tt5278598,82.0
10000,tt0881909,86.0
10001,tt5117372,83.0
10002,tt0361467,14.0
10003,tt1703923,50.0
10004,tt6328242,80.0
10005,tt5173032,70.0
10006,tt6211976,92.0
10007,tt3077214,73.0
10008,tt0337595,78.0
10009,tt0119165,88.0
10010,tt0120692,67.0
10011,tt1592281,79.0
10012,tt2366450,94.0
10013,tt1877735,57.0
10014,tt0382806,76.0
10015,tt2923316,13.0
10016,tt4414438,60.0
10017,tt10011336,94.0
10018,tt0851578,
10019,tt0048956,95.0
10020,tt0057935,93.0
10021,tt0048473,98.0
10022,tt0052572,96.0
10023,tt0070531,50.0
10024,tt0864761,62.0
10025,tt3780500,92.0
10026,tt0408828,42.0
10027,tt0250491,67.0
10028,tt0120867,75.0
10029,tt3344922,63.0
10030,tt5545984,75.0
10031,tt9398640,74.0
10032,tt3697398,20.0
10033,tt1067765,54.0
10034,tt0436262,51.0
10035,tt2191880,89.0
10036,tt1355683,73.0
10037,tt1206543,54.0
10038,tt5478478,70.0
10039,tt1263670,90.0
10040,tt1152399,91.0
10041,tt1242548,0.0
10042,tt1922777,63.0
10043,tt0970416,21.0
10044,tt0404032,44.0
10045,tt1211837,89.0
10046,tt2377322,29.0
10047,tt2980708,17.0
10048,tt0365907,68.0
10049,tt0427470,87.0
10050,tt0437857,76.0
10051,tt0334029,88.0
10052,tt1252486,79.0
10053,tt1327194,20.0
10054,tt1564777,7.0
10055,tt0481141,42.0
10056,tt0252501,49.0
10057,tt0926380,73.0
10058,tt0120834,39.0
10059,tt0117631,91.0
10060,tt0231448,3.0
10061,tt0181868,31.0
10062,tt1068961,96.0
10063,tt0421045,50.0
10064,tt1790825,78.0
10065,tt3276924,29.0
10066,tt5254610,71.0
10067,tt0887719,14.0
10068,tt1034090,7.0
10069,tt0120697,60.0
10070,tt0280490,39.0
10071,tt2149360,67.0
10072,tt0116714,54.0
10073,tt0120757,3.0
10074,tt0365183,63.0
10075,tt5723282,13.0
10076,tt4799066,21.0
10077,tt1800741,41.0
10078,tt2160105,8.0
10079,tt5692390,0.0
10080,tt0822847,15.0
10081,tt1038686,19.0
10082,tt2387433,41.0
10083,tt10151054,
10084,tt1114680,82.0
10085,tt2005374,61.0
10086,tt1591479,27.0
10087,tt0443473,15.0
10088,tt9441638,41.0
10089,tt0472156,57.0
10090,tt7401588,80.0
10091,tt5657846,21.0
10092,tt1135985,45.0
10093,tt1232200,20.0
10094,tt2170439,34.0
10095,tt1316536,98.0
10096,tt4935372,92.0
10097,tt1441326,90.0
10098,tt3717016,27.0
10099,tt1445729,27.0
10100,tt0118698,73.0
10101,tt0460810,71.0
10102,tt5427194,51.0
10103,tt3233418,56.0
10104,tt1596346,45.0
10105,tt0361696,15.0
10106,tt8385384,65.0
10107,tt2477218,40.0
10108,tt0118539,0.0
10109,tt2338424,70.0
10110,tt3139538,77.0
10111,tt3257550,33.0
10112,tt3286560,8.0
10113,tt0237572,78.0
10114,tt0758758,83.0
10115,tt0112744,75.0
10116,tt0102116,74.0
10117,tt0097179,9.0
10118,tt0080761,64.0
10119,tt1885281,84.0
10120,tt6852872,52.0
10121,tt1340773,24.0
10122,tt0389328,36.0
10123,tt1247704,29.0
10124,tt3578504,86.0
10125,tt4226388,82.0
10126,tt2051879,81.0
10127,tt6108178,84.0
10128,tt6902696,91.0
10129,tt2425486,99.0
10130,tt0061882,100.0
10131,tt0061101,92.0
10132,tt3485166,57.0
10133,tt2403981,53.0
10134,tt0877621,94.0
10135,tt9169764,86.0
10136,tt1646114,90.0
10137,tt2325741,87.0
10138,tt1396226,17.0
10139,tt0060315,92.0
10140,tt5886440,48.0
10141,tt0064116,95.0
10142,tt0087843,87.0
10143,tt0054756,63.0
10144,tt0060196,97.0
10145,tt8240964,86.0
10146,tt4729430,94.0
10147,tt1907743,56.0
10148,tt0923752,97.0
10149,tt1499658,69.0
10150,tt2024432,19.0
10151,tt1469304,17.0
10152,tt0369436,25.0
10153,tt3038142,64.0
10154,tt0118783,100.0
10155,tt2373324,38.0
10156,tt0833476,46.0
10157,tt0448206,83.0
10158,tt2217936,71.0
10159,tt0830570,16.0
10160,tt1048174,24.0
10161,tt1839482,14.0
10162,tt1226232,53.0
10163,tt2318092,16.0
10164,tt1555064,22.0
10165,tt3327624,31.0
10166,tt0472033,57.0
10167,tt3799694,92.0
10168,tt3829266,32.0
10169,tt1300854,79.0
10170,tt1421048,50.0
10171,tt0419677,58.0
10172,tt0480025,92.0
10173,tt1172206,96.0
10174,tt8399664,94.0
10175,tt3891970,100.0
10176,tt0984200,20.0
10177,tt1473832,78.0
10178,tt0243155,80.0
10179,tt2504022,89.0
10180,tt1291566,11.0
10181,tt4630204,100.0
10182,tt4439102,33.0
10183,tt1533013,70.0
10184,tt3758162,15.0
10185,tt0305711,20.0
10186,tt1371150,44.0
10187,tt0477347,43.0
10188,tt1279935,66.0
10189,tt0349205,24.0
10190,tt0433035,60.0
10191,tt2234155,35.0
10192,tt2692250,47.0
10193,tt0383216,21.0
10194,tt0265298,44.0
10195,tt1910608,88.0
10196,tt0414055,34.0
10197,tt0240510,41.0
10198,tt0127536,82.0
10199,tt7890550,67.0
10200,tt1907707,34.0
10201,tt0100029,31.0
10202,tt0193364,0.0
10203,tt0101764,35.0
10204,tt0369918,57.0
10205,tt4229298,9.0
10206,tt4687848,38.0
10207,tt2599716,14.0
10208,tt0375911,38.0
10209,tt0073756,80.0
10210,tt0417243,88.0
10211,tt5979872,67.0
10212,tt3658772,7.0
10213,tt2788716,73.0
10214,tt10230426,17.0
10215,tt0116930,90.0
10216,tt0089742,89.0
10217,tt0054763,95.0
10218,tt1672614,100.0
10219,tt0377752,81.0
10220,tt0414713,82.0
10221,tt0297721,69.0
10222,tt1639084,85.0
10223,tt1907779,29.0
10224,tt0456165,83.0
10225,tt1182972,63.0
10226,tt0833553,50.0
10227,tt0368913,96.0
10228,tt0024865,78.0
10229,tt0050169,78.0
10230,tt0038577,73.0
10231,tt0091278,20.0
10232,tt0104670,12.0
10233,tt0094074,11.0
10234,tt0216930,0.0
10235,tt0065989,33.0
10236,tt0031448,91.0
10237,tt0066767,70.0
10238,tt0060479,60.0
10239,tt0085398,43.0
10240,tt0096018,85.0
10241,tt0078504,42.0
10242,tt0091786,50.0
10243,tt0070666,90.0
10244,tt0419749,62.0
10245,tt0083806,71.0
10246,tt0119783,69.0
10247,tt0071877,90.0
10248,tt0059274,71.0
10249,tt0120683,14.0
10250,tt0292963,88.0
10251,tt0105483,22.0
10252,tt0091554,63.0
10253,tt0082945,91.0
10254,tt0107057,38.0
10255,tt0052832,53.0
10256,tt0070468,71.0
10257,tt0059575,82.0
10258,tt0118901,59.0
10259,tt0097328,38.0
10260,tt0072890,96.0
10261,tt0056196,94.0
10262,tt0087313,13.0
10263,tt0084855,88.0
10264,tt0074958,91.0
10265,tt0084049,33.0
10266,tt0099654,6.0
10267,tt0081562,67.0
10268,tt6884200,49.0
10269,tt0059106,50.0
10270,tt0060453,91.0
10271,tt1016241,25.0
10272,tt4560008,61.0
10273,tt7455076,89.0
10274,tt3827540,0.0
10275,tt1655420,83.0
10276,tt1478839,43.0
10277,tt2404425,57.0
10278,tt0374853,10.0
10279,tt3823098,62.0
10280,tt0490181,18.0
10281,tt5616294,42.0
10282,tt0105691,25.0
10283,tt1288571,60.0
10284,tt2836628,50.0
10285,tt1465505,81.0
10286,tt0162973,79.0
10287,tt3352390,16.0
10288,tt0112453,54.0
10289,tt1305591,37.0
10290,tt1656186,20.0
10291,tt1764651,68.0
10292,tt0118880,56.0
10293,tt2231253,32.0
10294,tt0472399,53.0
10295,tt3567666,0.0
10296,tt0144214,21.0
10297,tt0455857,9.0
10298,tt3910736,0.0
10299,tt0318850,45.0
10300,tt0088979,53.0
10301,tt0353774,61.0
10302,tt0102744,59.0
10303,tt0231402,11.0
10304,tt1650056,28.0
10305,tt0117331,43.0
10306,tt0106965,68.0
10307,tt0114048,31.0
10308,tt0102005,21.0
10309,tt1785612,91.0
10310,tt1632547,74.0
10311,tt2808986,55.0
10312,tt10589914,100.0
10313,tt2409302,80.0
10314,tt1032751,31.0
10315,tt1143155,86.0
10316,tt0492463,86.0
10317,tt1570583,67.0
10318,tt0159097,77.0
10319,tt0422720,57.0
10320,tt5592248,79.0
10321,tt2132285,59.0
10322,tt1421051,71.0
10323,tt2822864,9.0
10324,tt0489212,47.0
10325,tt0099832,25.0
10326,tt6690836,71.0
10327,tt3620762,62.0
10328,tt4392770,92.0
10329,tt10481868,39.0
10330,tt1127877,75.0
10331,tt2334733,43.0
10332,tt3202374,72.0
10333,tt4550420,81.0
10334,tt6106822,95.0
10335,tt3100636,89.0
10336,tt1403177,55.0
10337,tt1798709,95.0
10338,tt0386117,73.0
10339,tt0120601,93.0
10340,tt0124718,81.0
10341,tt0116404,89.0
10342,tt0118540,100.0
10343,tt0384533,19.0
10344,tt7349662,96.0
10345,tt0112688,71.0
10346,tt3104930,47.0
10347,tt0097216,93.0
10348,tt3457144,100.0
10349,tt4594834,82.0
10350,tt0162677,51.0
10351,tt0236388,83.0
10352,tt1321511,40.0
10353,tt0109504,77.0
10354,tt7768846,93.0
10355,tt1989593,58.0
10356,tt0307901,78.0
10357,tt0454848,86.0
10358,tt0096054,56.0
10359,tt1046997,33.0
10360,tt1395025,38.0
10361,tt2296697,75.0
10362,tt2129928,77.0
10363,tt0479044,76.0
10364,tt0275309,92.0
10365,tt4030600,19.0
10366,tt0113613,63.0
10367,tt0151331,57.0
10368,tt0085970,82.0
10369,tt0089543,47.0
10370,tt0102517,33.0
10371,tt0098308,11.0
10372,tt1328913,57.0
10373,tt0095925,65.0
10374,tt0043983,92.0
10375,tt0056923,94.0
10376,tt0062407,81.0
10377,tt0051773,100.0
10378,tt0053877,88.0
10379,tt0047472,88.0
10380,tt0086973,8.0
10381,tt0061391,82.0
10382,tt0050419,87.0
10383,tt4058012,0.0
10384,tt0051525,83.0
10385,tt0053946,92.0
10386,tt0064952,67.0
10387,tt0053137,76.0
10388,tt0061735,70.0
10389,tt0059712,72.0
10390,tt0049406,98.0
10391,tt0054331,93.0
10392,tt0081505,84.0
10393,tt0056193,91.0
10394,tt0066921,88.0
10395,tt0062622,92.0
10396,tt0072684,91.0
10397,tt0093058,92.0
10398,tt0120663,75.0
10399,tt0050825,95.0
10400,tt0045758,80.0
10401,tt0048254,86.0
10402,tt2027231,25.0
10403,tt1305619,92.0
10404,tt0104558,96.0
10405,tt0119718,7.0
10406,tt4494718,73.0
10407,tt1262863,93.0
10408,tt2552316,54.0
10409,tt3148952,100.0
10410,tt0806679,79.0
10411,tt0252223,7.0
10412,tt3458254,14.0
10413,tt1667310,34.0
10414,tt0813547,93.0
10415,tt5052474,62.0
10416,tt0449010,16.0
10417,tt8743064,95.0
10418,tt7798646,74.0
10419,tt8111130,86.0
10420,tt5001718,45.0
10421,tt2343158,89.0
10422,tt0808244,52.0
10423,tt5473090,75.0
10424,tt0109045,96.0
10425,tt0120662,9.0
10426,tt1640711,15.0
10427,tt0120491,32.0
10428,tt5884784,40.0
10429,tt6119856,32.0
10430,tt2381335,81.0
10431,tt5275886,100.0
10432,tt7689910,100.0
10433,tt1082853,47.0
10434,tt2637378,76.0
10435,tt2626090,82.0
10436,tt1754708,52.0
10437,tt5752606,92.0
10438,tt0218619,4.0
10439,tt1659337,86.0
10440,tt2543472,85.0
10441,tt0095444,75.0
10442,tt10675136,14.0
10443,tt1717724,100.0
10444,tt0976051,63.0
10445,tt0249462,85.0
10446,tt4085696,85.0
10447,tt0274558,80.0
10448,tt3638396,81.0
10449,tt1945062,14.0
10450,tt2580382,96.0
10451,tt2830416,85.0
10452,tt0436697,96.0
10453,tt4136084,87.0
10454,tt0146882,91.0
10455,tt0068669,100.0
10456,tt1132449,18.0
10457,tt1486190,65.0
10458,tt5816682,65.0
10459,tt0087414,86.0
10460,tt2431286,90.0
10461,tt0118064,38.0
10462,tt0301199,94.0
10463,tt0091578,97.0
10464,tt0099703,91.0
10465,tt0104412,67.0
10466,tt0117002,26.0
10467,tt0413015,67.0
10468,tt0094947,93.0
10469,tt1179258,51.0
10470,tt3083008,62.0
10471,tt0325123,65.0
10472,tt5866930,14.0
10473,tt0267248,16.0
10474,tt6673612,14.0
10475,tt1800302,42.0
10476,tt0365737,73.0
10477,tt0106661,50.0
10478,tt3663020,45.0
10479,tt1634286,50.0
10480,tt0119305,44.0
10481,tt0105790,53.0
10482,tt0113691,45.0
10483,tt1226766,65.0
10484,tt0120701,12.0
10485,tt0282687,28.0
10486,tt0108333,28.0
10487,tt0101757,33.0
10488,tt0115433,41.0
10489,tt0331933,9.0
10490,tt0090887,52.0
10491,tt0113862,75.0
10492,tt0104868,23.0
10493,tt0202470,53.0
10494,tt0345950,68.0
10495,tt0120738,28.0
10496,tt0100403,31.0
10497,tt3499096,62.0
10498,tt0116409,49.0
10499,tt0097981,31.0
10500,tt0164212,49.0
10501,tt0109303,38.0
10502,tt0444682,8.0
10503,tt0107286,35.0
10504,tt1288636,17.0
10505,tt0357507,13.0
10506,tt0120434,13.0
10507,tt1956594,97.0
10508,tt0486541,87.0
10509,tt4835086,82.0
10510,tt0091499,15.0
10511,tt2622874,33.0
10512,tt0105601,60.0
10513,tt0331068,78.0
10514,tt0423370,18.0
10515,tt6301712,27.0
10516,tt6513120,92.0
10517,tt6446550,100.0
10518,tt0311429,17.0
10519,tt0120611,56.0
10520,tt7127184,40.0
10521,tt1319694,46.0
10522,tt6185266,50.0
10523,tt2572632,17.0
10524,tt0120616,61.0
10525,tt0118956,28.0
10526,tt1046173,34.0
10527,tt1767354,38.0
10528,tt0338526,24.0
10529,tt0209163,47.0
10530,tt0106223,73.0
10531,tt0108525,60.0
10532,tt0791309,56.0
10533,tt4761916,59.0
10534,tt2005276,50.0
10535,tt0426627,14.0
10536,tt1201135,60.0
10537,tt0893331,100.0
10538,tt3359754,40.0
10539,tt1100051,44.0
10540,tt0388230,33.0
10541,tt1727790,91.0
10542,tt0321442,71.0
10543,tt1126591,37.0
10544,tt1418712,20.0
10545,tt0106598,35.0
10546,tt7302054,44.0
10547,tt0457302,50.0
10548,tt0288477,16.0
10549,tt0453451,52.0
10550,tt0312004,95.0
10551,tt0403016,5.0
10552,tt0385056,60.0
10553,tt0204137,83.0
10554,tt0376108,14.0
10555,tt4981636,63.0
10556,tt0317303,27.0
10557,tt0240462,42.0
10558,tt1114740,34.0
10559,tt0195945,22.0
10560,tt0422774,8.0
10561,tt0071216,71.0
10562,tt0085862,57.0
10563,tt5718046,33.0
10564,tt0473363,83.0
10565,tt9043132,57.0
10566,tt0092746,38.0
10567,tt0097889,91.0
10568,tt0117784,13.0
10569,tt4663548,95.0
10570,tt0120598,32.0
10571,tt0082031,88.0
10572,tt0445953,83.0
10573,tt0119937,56.0
10574,tt1288553,47.0
10575,tt2452042,87.0
10576,tt0091991,13.0
10577,tt0139414,47.0
10578,tt0098622,53.0
10579,tt0115676,0.0
10580,tt0103262,73.0
10581,tt0082418,27.0
10582,tt0193560,2.0
10583,tt0104291,57.0
10584,tt0414853,21.0
10585,tt0119807,28.0
10586,tt1231587,64.0
10587,tt0384793,37.0
10588,tt2637294,13.0
10589,tt1826590,69.0
10590,tt1954352,41.0
10591,tt0243931,29.0
10592,tt0077280,100.0
10593,tt0165831,17.0
10594,tt0092718,48.0
10595,tt1198138,19.0
10596,tt0448166,19.0
10597,tt0429068,44.0
10598,tt1758575,39.0
